"Date","M14170USM144SNBR"
1930-03-01,178
1930-04-01,164
1930-05-01,173
1930-06-01,224
1930-07-01,227
1930-08-01,138
1930-09-01,190
1930-10-01,202
1930-11-01,85
1930-12-01,240
1931-01-01,209
1931-02-01,188
1931-03-01,244
1931-04-01,281
1931-05-01,115
1931-06-01,313
1931-07-01,357
1931-08-01,273
1931-09-01,372
1931-10-01,305
1931-11-01,318
1931-12-01,376
1932-01-01,553
1932-02-01,351
1932-03-01,517
1932-04-01,305
1932-05-01,409
1932-06-01,430
1932-07-01,509
1932-08-01,339
1932-09-01,691
1932-10-01,674
1932-11-01,620
1932-12-01,506
1933-01-01,453
1933-02-01,265
1933-03-01,445
1933-04-01,496
1933-05-01,477
1933-06-01,837
1933-07-01,836
1933-08-01,1159
1933-09-01,1021
1933-10-01,1279
1933-11-01,1175
1933-12-01,872
1934-01-01,1272
1934-02-01,1992
1934-03-01,1650
1934-04-01,1535
1934-05-01,1538
1934-06-01,1649
1934-07-01,1692
1934-08-01,1534
1934-09-01,1207
1934-10-01,1063
1934-11-01,1098
1934-12-01,1548
1935-01-01,1561
1935-02-01,1474
1935-03-01,1273
1935-04-01,1417
1935-05-01,1239
1935-06-01,956
1935-07-01,808
1935-08-01,770
1935-09-01,785
1935-10-01,668
1935-11-01,714
1935-12-01,812
1936-01-01,760
1936-02-01,703
1936-03-01,884
1936-04-01,1054
1936-05-01,1178
1936-06-01,1077
1936-07-01,1130
1936-08-01,1095
1936-09-01,977
1936-10-01,924
1936-11-01,736
1936-12-01,869
1937-01-01,650
1937-02-01,505
1937-03-01,409
1937-04-01,400
1937-05-01,282
1937-06-01,631
1937-07-01,559
1937-08-01,710
1937-09-01,660
1937-10-01,540
1937-11-01,570
1937-12-01,736
1938-01-01,744
1938-02-01,844
1938-03-01,744
1938-04-01,764
1938-05-01,768
1938-06-01,543
1938-07-01,574
1938-08-01,553
1938-09-01,644
1938-10-01,685
1938-11-01,770
1938-12-01,774
1939-01-01,825
1939-02-01,888
1939-03-01,769
1939-04-01,889
1939-05-01,896
1939-06-01,732
1939-07-01,762
1939-08-01,730
1939-09-01,635
1939-10-01,703
1939-11-01,788
1939-12-01,747
1940-01-01,782
1940-02-01,834
1940-03-01,738
1940-04-01,864
1940-05-01,945
1940-06-01,792
1940-07-01,781
1940-08-01,766
1940-09-01,681
1940-10-01,729
1940-11-01,801
1940-12-01,645
1941-01-01,391
1941-02-01,514
1941-03-01,588
1941-04-01,595
1941-05-01,677
1941-06-01,678
1941-07-01,727
1941-08-01,970
1941-09-01,997
1941-10-01,1016
1941-11-01,1278
1941-12-01,1487
1942-01-01,1476
1942-02-01,1944
1942-03-01,2363
1942-04-01,2015
1942-05-01,2005
1942-06-01,1848
1942-07-01,2408
1942-08-01,2559
1942-09-01,3362
1942-10-01,4013
1942-11-01,4854
1942-12-01,8400
1943-01-01,6600
1943-02-01,4200
1943-03-01,3000
1943-04-01,10800
1943-05-01,11400
1943-06-01,8000
1943-07-01,7100
1943-08-01,4700
1943-09-01,16300
1943-10-01,17900
1943-11-01,13300
1943-12-01,10400
1944-01-01,10700
1944-02-01,17600
1944-03-01,14700
1944-04-01,10900
1944-05-01,7100
1944-06-01,19500
1944-07-01,20300
1944-08-01,16100
1944-09-01,13500
1944-10-01,8700
1944-11-01,8200
1944-12-01,20800
1945-01-01,18300
1945-02-01,15600
1945-03-01,13400
1945-04-01,9800
1945-05-01,8200
1945-06-01,24400
1945-07-01,20800
1945-08-01,17300
1945-09-01,14300
1945-10-01,11700
1945-11-01,13100
1945-12-01,24600
1946-01-01,24600
1946-02-01,25000
1946-03-01,22400
1946-04-01,20000
1946-05-01,17400
1946-06-01,13400
1946-07-01,11600
1946-08-01,10700
1946-09-01,9300
1946-10-01,7900
1946-11-01,6400
1946-12-01,3100
1947-01-01,3889
1947-02-01,3367
1947-03-01,3123
1947-04-01,2586
1947-05-01,2106
1947-06-01,1398
1947-07-01,1433
1947-08-01,1468
1947-09-01,1574
1947-10-01,2082
1947-11-01,1672
1947-12-01,1536
1948-01-01,1469
1948-02-01,1792
1948-03-01,1960
1948-04-01,2109
1948-05-01,2488
1948-06-01,2720
1948-07-01,2463
1948-08-01,2356
1948-09-01,2280
1948-10-01,2230
1948-11-01,2411
1948-12-01,2530
1949-01-01,2528
1949-02-01,2848
1949-03-01,2776
1949-04-01,2390
1949-05-01,1909
1949-06-01,1839
1949-07-01,1704
1949-08-01,2686
1949-09-01,3034
1949-10-01,3307
1949-11-01,3546
1949-12-01,3753
1950-01-01,4340
1950-02-01,3884
1950-03-01,3407
1950-04-01,3168
1950-05-01,3157
1950-06-01,3680
1950-07-01,3595
1950-08-01,3213
1950-09-01,3412
1950-10-01,2922
1950-11-01,3169
1950-12-01,3151
1951-01-01,3288
1951-02-01,3646
1951-03-01,4435
1951-04-01,5759
1951-05-01,5393
1951-06-01,5260
1951-07-01,4688
1951-08-01,3960
1951-09-01,3771
1951-10-01,4037
1951-11-01,3319
1951-12-01,3545
1952-01-01,3616
1952-02-01,3859
1952-03-01,4128
1952-04-01,4563
1952-05-01,4775
1952-06-01,5076
1952-07-01,7733
1952-08-01,5732
1952-09-01,5443
1952-10-01,5410
1952-11-01,5369
1952-12-01,5961
1953-01-01,5906
1953-02-01,5457
1953-03-01,4744
1953-04-01,3959
1953-05-01,3164
1953-06-01,3238
1953-07-01,4745
1953-08-01,6033
1953-09-01,5996
1953-10-01,4313
1953-11-01,4999
1953-12-01,4676
1954-01-01,4846
1954-02-01,4679
1954-03-01,4475
1954-04-01,4217
1954-05-01,4099
1954-06-01,4420
1954-07-01,4001
1954-08-01,4493
1954-09-01,4431
1954-10-01,5826
1954-11-01,6139
1954-12-01,5884
1955-01-01,5052
1955-02-01,4943
1955-03-01,4382
1955-04-01,5082
1955-05-01,4878
1955-06-01,4433
1955-07-01,4382
1955-08-01,4594
1955-09-01,4342
1955-10-01,4412
1955-11-01,4324
1955-12-01,4044
1956-01-01,3811
1956-02-01,3971
1956-03-01,4771
1956-04-01,4356
1956-05-01,4840
1956-06-01,4366
1956-07-01,3712
1956-08-01,4245
1956-09-01,4873
1956-10-01,3911
1956-11-01,4231
1956-12-01,3995
1957-01-01,3365
1957-02-01,2928
1957-03-01,3531
1957-04-01,4525
1957-05-01,3826
1957-06-01,3897
1957-07-01,4291
1957-08-01,3016
1957-09-01,3772
1957-10-01,4105
1957-11-01,3234
1957-12-01,4030
1958-01-01,3748
1958-02-01,3719
1958-03-01,5182
1958-04-01,4463
1958-05-01,4884
1958-06-01,5691
1958-07-01,5306
1958-08-01,4997
1958-09-01,4378
1958-10-01,4307
1958-11-01,4388
1958-12-01,4562
1959-01-01,5027
1959-02-01,6050
1959-03-01,4566
1959-04-01,4927
1959-05-01,4630
1959-06-01,3800
1959-07-01,4306
1959-08-01,4817
1959-09-01,5391
1959-10-01,4996
1959-11-01,5031
1959-12-01,5581
1960-01-01,5884
1960-02-01,5561
1960-03-01,5337
1960-04-01,4123
1960-05-01,5562
1960-06-01,5781
1960-07-01,5835
1960-08-01,5700
1960-09-01,5510
1960-10-01,5761
1960-11-01,6031
1960-12-01,5312
