"Date","MANMM101USM189N"
1980-11-01,4.158e+11
1980-12-01,4.195e+11
1981-01-01,4.164e+11
1981-02-01,4.055e+11
1981-03-01,4.122e+11
1981-04-01,4.31e+11
1981-05-01,4.185e+11
1981-06-01,4.228e+11
1981-07-01,4.277e+11
1981-08-01,4.259e+11
1981-09-01,4.27e+11
1981-10-01,4.297e+11
1981-11-01,4.351e+11
1981-12-01,4.47e+11
1982-01-01,4.484e+11
1982-02-01,4.324e+11
1982-03-01,4.356e+11
1982-04-01,4.511e+11
1982-05-01,4.409e+11
1982-06-01,4.462e+11
1982-07-01,4.495e+11
1982-08-01,4.498e+11
1982-09-01,4.562e+11
1982-10-01,4.657e+11
1982-11-01,4.744e+11
1982-12-01,4.858e+11
1983-01-01,4.828e+11
1983-02-01,4.742e+11
1983-03-01,4.827e+11
1983-04-01,4.986e+11
1983-05-01,4.939e+11
1983-06-01,5.035e+11
1983-07-01,5.105e+11
1983-08-01,5.082e+11
1983-09-01,5.114e+11
1983-10-01,5.172e+11
1983-11-01,5.218e+11
1983-12-01,5.333e+11
1984-01-01,5.302e+11
1984-02-01,5.169e+11
1984-03-01,5.232e+11
1984-04-01,5.399e+11
1984-05-01,5.307e+11
1984-06-01,5.414e+11
1984-07-01,5.433e+11
1984-08-01,5.39e+11
1984-09-01,5.425e+11
1984-10-01,5.422e+11
1984-11-01,5.498e+11
1984-12-01,5.646e+11
1985-01-01,5.611e+11
1985-02-01,5.519e+11
1985-03-01,5.584e+11
1985-04-01,5.751e+11
1985-05-01,5.693e+11
1985-06-01,5.852e+11
1985-07-01,5.92e+11
1985-08-01,5.949e+11
1985-09-01,6.02e+11
1985-10-01,6.053e+11
1985-11-01,6.149e+11
1985-12-01,6.333e+11
1986-01-01,6.266e+11
1986-02-01,6.128e+11
1986-03-01,6.243e+11
1986-04-01,6.47e+11
1986-05-01,6.457e+11
1986-06-01,6.628e+11
1986-07-01,6.734e+11
1986-08-01,6.784e+11
1986-09-01,6.845e+11
1986-10-01,6.922e+11
1986-11-01,7.088e+11
1986-12-01,7.398e+11
1987-01-01,7.371e+11
1987-02-01,7.171e+11
1987-03-01,7.231e+11
1987-04-01,7.52e+11
1987-05-01,7.393e+11
1987-06-01,7.438e+11
1987-07-01,7.462e+11
1987-08-01,7.442e+11
1987-09-01,7.445e+11
1987-10-01,7.532e+11
1987-11-01,7.555e+11
1987-12-01,7.654e+11
1988-01-01,7.642e+11
1988-02-01,7.445e+11
1988-03-01,7.516e+11
1988-04-01,7.779e+11
1988-05-01,7.634e+11
1988-06-01,7.785e+11
1988-07-01,7.855e+11
1988-08-01,7.81e+11
1988-09-01,7.797e+11
1988-10-01,7.808e+11
1988-11-01,7.869e+11
1988-12-01,8.031e+11
1989-01-01,7.921e+11
1989-02-01,7.716e+11
1989-03-01,7.746e+11
1989-04-01,7.902e+11
1989-05-01,7.661e+11
1989-06-01,7.728e+11
1989-07-01,7.807e+11
1989-08-01,7.765e+11
1989-09-01,7.777e+11
1989-10-01,7.832e+11
1989-11-01,7.902e+11
1989-12-01,8.106e+11
1990-01-01,8.007e+11
1990-02-01,7.867e+11
1990-03-01,7.945e+11
1990-04-01,8.162e+11
1990-05-01,7.955e+11
1990-06-01,8.09e+11
1990-07-01,8.11e+11
1990-08-01,8.127e+11
1990-09-01,8.171e+11
1990-10-01,8.161e+11
1990-11-01,8.246e+11
1990-12-01,8.427e+11
1991-01-01,8.317e+11
1991-02-01,8.221e+11
1991-03-01,8.337e+11
1991-04-01,8.519e+11
1991-05-01,8.403e+11
1991-06-01,8.567e+11
1991-07-01,8.609e+11
1991-08-01,8.632e+11
1991-09-01,8.654e+11
1991-10-01,8.74e+11
1991-11-01,8.923e+11
1991-12-01,9.156e+11
1992-01-01,9.164e+11
1992-02-01,9.151e+11
1992-03-01,9.296e+11
1992-04-01,9.537e+11
1992-05-01,9.429e+11
1992-06-01,9.51e+11
1992-07-01,9.62e+11
1992-08-01,9.701e+11
1992-09-01,9.827e+11
1992-10-01,1.0008e+12
1992-11-01,1.0214e+12
1992-12-01,1.0456e+12
1993-01-01,1.0398e+12
1993-02-01,1.0219e+12
1993-03-01,1.0305e+12
1993-04-01,1.0574e+12
1993-05-01,1.0568e+12
1993-06-01,1.0718e+12
1993-07-01,1.0831e+12
1993-08-01,1.0881e+12
1993-09-01,1.0988e+12
1993-10-01,1.1116e+12
1993-11-01,1.129e+12
1993-12-01,1.1533e+12
1994-01-01,1.1417e+12
1994-02-01,1.1238e+12
1994-03-01,1.1311e+12
1994-04-01,1.1522e+12
1994-05-01,1.132e+12
1994-06-01,1.1418e+12
1994-07-01,1.1509e+12
1994-08-01,1.1441e+12
1994-09-01,1.1464e+12
1994-10-01,1.1479e+12
1994-11-01,1.1562e+12
1994-12-01,1.1745e+12
1995-01-01,1.1595e+12
1995-02-01,1.1353e+12
1995-03-01,1.1393e+12
1995-04-01,1.1603e+12
1995-05-01,1.1339e+12
1995-06-01,1.141e+12
1995-07-01,1.1457e+12
1995-08-01,1.1393e+12
1995-09-01,1.1384e+12
1995-10-01,1.1329e+12
1995-11-01,1.1386e+12
1995-12-01,1.1527e+12
1996-01-01,1.1302e+12
1996-02-01,1.1058e+12
1996-03-01,1.118e+12
1996-04-01,1.1318e+12
1996-05-01,1.1059e+12
1996-06-01,1.115e+12
1996-07-01,1.1107e+12
1996-08-01,1.0977e+12
1996-09-01,1.0917e+12
1996-10-01,1.0784e+12
1996-11-01,1.0874e+12
1996-12-01,1.1058e+12
1997-01-01,1.0879e+12
1997-02-01,1.0668e+12
1997-03-01,1.0692e+12
1997-04-01,1.0745e+12
1997-05-01,1.0547e+12
1997-06-01,1.0648e+12
1997-07-01,1.0658e+12
1997-08-01,1.0691e+12
1997-09-01,1.0595e+12
1997-10-01,1.0576e+12
1997-11-01,1.0741e+12
1997-12-01,1.0975e+12
1998-01-01,1.0802e+12
1998-02-01,1.0662e+12
1998-03-01,1.0759e+12
1998-04-01,1.0877e+12
1998-05-01,1.0708e+12
1998-06-01,1.0752e+12
1998-07-01,1.0742e+12
1998-08-01,1.0693e+12
1998-09-01,1.0706e+12
1998-10-01,1.0774e+12
1998-11-01,1.098e+12
1998-12-01,1.1212e+12
1999-01-01,1.1039e+12
1999-02-01,1.0852e+12
1999-03-01,1.0975e+12
1999-04-01,1.1136e+12
1999-05-01,1.0964e+12
1999-06-01,1.0982e+12
1999-07-01,1.0972e+12
1999-08-01,1.0928e+12
1999-09-01,1.0862e+12
1999-10-01,1.0951e+12
1999-11-01,1.113e+12
1999-12-01,1.1482e+12
2000-01-01,1.1269e+12
2000-02-01,1.0974e+12
2000-03-01,1.1089e+12
2000-04-01,1.1257e+12
2000-05-01,1.1004e+12
2000-06-01,1.1018e+12
2000-07-01,1.1028e+12
2000-08-01,1.0945e+12
2000-09-01,1.0888e+12
2000-10-01,1.0922e+12
2000-11-01,1.0921e+12
2000-12-01,1.1117e+12
2001-01-01,1.1004e+12
2001-02-01,1.0898e+12
2001-03-01,1.1112e+12
2001-04-01,1.1267e+12
2001-05-01,1.1147e+12
2001-06-01,1.1263e+12
2001-07-01,1.1397e+12
2001-08-01,1.1445e+12
2001-09-01,1.1936e+12
2001-10-01,1.1592e+12
2001-11-01,1.169e+12
2001-12-01,1.2085e+12
2002-01-01,1.1918e+12
2002-02-01,1.1783e+12
2002-03-01,1.1968e+12
2002-04-01,1.1969e+12
2002-05-01,1.186e+12
2002-06-01,1.1947e+12
2002-07-01,1.2004e+12
2002-08-01,1.1823e+12
2002-09-01,1.1858e+12
2002-10-01,1.1966e+12
2002-11-01,1.2053e+12
2002-12-01,1.2455e+12
2003-01-01,1.2255e+12
2003-02-01,1.2255e+12
2003-03-01,1.2451e+12
2003-04-01,1.2596e+12
2003-05-01,1.2666e+12
2003-06-01,1.2847e+12
2003-07-01,1.2879e+12
2003-08-01,1.2922e+12
2003-09-01,1.2862e+12
2003-10-01,1.2888e+12
2003-11-01,1.2939e+12
2003-12-01,1.3325e+12
2004-01-01,1.3018e+12
2004-02-01,1.3067e+12
2004-03-01,1.3379e+12
2004-04-01,1.3432e+12
2004-05-01,1.3334e+12
2004-06-01,1.3477e+12
2004-07-01,1.3388e+12
2004-08-01,1.3526e+12
2004-09-01,1.3491e+12
2004-10-01,1.3514e+12
2004-11-01,1.371e+12
2004-12-01,1.4015e+12
2005-01-01,1.3615e+12
2005-02-01,1.355e+12
2005-03-01,1.3817e+12
2005-04-01,1.3694e+12
2005-05-01,1.3695e+12
2005-06-01,1.3843e+12
2005-07-01,1.3654e+12
2005-08-01,1.3769e+12
2005-09-01,1.3635e+12
2005-10-01,1.3654e+12
2005-11-01,1.3736e+12
2005-12-01,1.3972e+12
2006-01-01,1.3755e+12
2006-02-01,1.362e+12
2006-03-01,1.3947e+12
2006-04-01,1.3936e+12
2006-05-01,1.3921e+12
2006-06-01,1.379e+12
2006-07-01,1.3686e+12
2006-08-01,1.3706e+12
2006-09-01,1.3474e+12
2006-10-01,1.3603e+12
2006-11-01,1.3685e+12
2006-12-01,1.3877e+12
2007-01-01,1.369e+12
2007-02-01,1.3475e+12
2007-03-01,1.3784e+12
2007-04-01,1.3923e+12
2007-05-01,1.3856e+12
2007-06-01,1.3708e+12
2007-07-01,1.3686e+12
2007-08-01,1.3728e+12
2007-09-01,1.3563e+12
2007-10-01,1.3694e+12
2007-11-01,1.3705e+12
2007-12-01,1.3949e+12
2008-01-01,1.3759e+12
2008-02-01,1.3659e+12
2008-03-01,1.4011e+12
2008-04-01,1.4066e+12
2008-05-01,1.3965e+12
2008-06-01,1.4073e+12
2008-07-01,1.4177e+12
2008-08-01,1.4013e+12
2008-09-01,1.4415e+12
2008-10-01,1.4626e+12
2008-11-01,1.5137e+12
2008-12-01,1.6323e+12
2009-01-01,1.5807e+12
2009-02-01,1.552e+12
2009-03-01,1.5949e+12
2009-04-01,1.6277e+12
2009-05-01,1.6179e+12
2009-06-01,1.6617e+12
2009-07-01,1.6576e+12
2009-08-01,1.6513e+12
2009-09-01,1.641e+12
2009-10-01,1.6643e+12
2009-11-01,1.6831e+12
2009-12-01,1.7244e+12
2010-01-01,1.6742e+12
2010-02-01,1.6852e+12
2010-03-01,1.7295e+12
2010-04-01,1.716e+12
2010-05-01,1.7082e+12
2010-06-01,1.7323e+12
2010-07-01,1.7184e+12
2010-08-01,1.7396e+12
2010-09-01,1.7414e+12
2010-10-01,1.7674e+12
2010-11-01,1.8287e+12
2010-12-01,1.8714e+12
2011-01-01,1.8556e+12
2011-02-01,1.8587e+12
2011-03-01,1.9094e+12
2011-04-01,1.918e+12
2011-05-01,1.9342e+12
2011-06-01,1.9541e+12
2011-07-01,1.9945e+12
2011-08-01,2.1019e+12
2011-09-01,2.0991e+12
2011-10-01,2.1281e+12
2011-11-01,2.1644e+12
2011-12-01,2.2081e+12
2012-01-01,2.2092e+12
2012-02-01,2.1945e+12
2012-03-01,2.246e+12
2012-04-01,2.2686e+12
2012-05-01,2.2484e+12
2012-06-01,2.271e+12
2012-07-01,2.3146e+12
2012-08-01,2.3346e+12
2012-09-01,2.358e+12
2012-10-01,2.4162e+12
2012-11-01,2.4152e+12
2012-12-01,2.5097e+12
2013-01-01,2.4813e+12
2013-02-01,2.4557e+12
2013-03-01,2.4972e+12
2013-04-01,2.5423e+12
2013-05-01,2.5185e+12
2013-06-01,2.5235e+12
2013-07-01,2.5437e+12
2013-08-01,2.5374e+12
2013-09-01,2.5558e+12
2013-10-01,2.6184e+12
2013-11-01,2.6072e+12
2013-12-01,2.7157e+12
2014-01-01,2.7017e+12
2014-02-01,2.7062e+12
2014-03-01,2.7733e+12
2014-04-01,2.8096e+12
2014-05-01,2.7822e+12
2014-06-01,2.8248e+12
2014-07-01,2.8412e+12
2014-08-01,2.7902e+12
2014-09-01,2.8346e+12
2014-10-01,2.865e+12
2014-11-01,2.8611e+12
2014-12-01,2.992e+12
2015-01-01,2.9411e+12
2015-02-01,2.9796e+12
2015-03-01,3.0239e+12
2015-04-01,3.0354e+12
2015-05-01,2.9759e+12
2015-06-01,3.0207e+12
2015-07-01,3.0384e+12
2015-08-01,3.0223e+12
2015-09-01,3.0163e+12
2015-10-01,3.0119e+12
2015-11-01,3.0562e+12
2015-12-01,3.1411e+12
2016-01-01,3.094e+12
2016-02-01,3.0966e+12
2016-03-01,3.1798e+12
2016-04-01,3.2345e+12
2016-05-01,3.2348e+12
2016-06-01,3.247e+12
2016-07-01,3.2447e+12
2016-08-01,3.319e+12
2016-09-01,3.2964e+12
2016-10-01,3.3277e+12
2016-11-01,3.3285e+12
2016-12-01,3.384e+12
2017-01-01,3.3886e+12
2017-02-01,3.358e+12
2017-03-01,3.4773e+12
2017-04-01,3.4891e+12
2017-05-01,3.5171e+12
2017-06-01,3.5277e+12
2017-07-01,3.5482e+12
2017-08-01,3.5886e+12
2017-09-01,3.5422e+12
2017-10-01,3.6016e+12
2017-11-01,3.6033e+12
2017-12-01,3.6527e+12
2018-01-01,3.6519e+12
2018-02-01,3.5661e+12
2018-03-01,3.6884e+12
2018-04-01,3.6981e+12
2018-05-01,3.6557e+12
2018-06-01,3.6566e+12
2018-07-01,3.6807e+12
2018-08-01,3.6909e+12
2018-09-01,3.6757e+12
2018-10-01,3.7222e+12
2018-11-01,3.68e+12
2018-12-01,3.8007e+12
2019-01-01,3.7485e+12
2019-02-01,3.7051e+12
2019-03-01,3.7573e+12
2019-04-01,3.8238e+12
2019-05-01,3.7913e+12
2019-06-01,3.8313e+12
2019-07-01,3.8635e+12
2019-08-01,3.8507e+12
2019-09-01,3.878e+12
2019-10-01,3.9249e+12
2019-11-01,3.9261e+12
2019-12-01,4.0433e+12
2020-01-01,3.9835e+12
2020-02-01,3.9414e+12
2020-03-01,4.2857e+12
2020-04-01,4.8471e+12
2020-05-01,1.61663e+13
2020-06-01,1.65399e+13
2020-07-01,1.67418e+13
2020-08-01,1.68651e+13
2020-09-01,1.71325e+13
2020-10-01,1.73172e+13
2020-11-01,1.76372e+13
2020-12-01,1.7944e+13
2021-01-01,1.80807e+13
2021-02-01,1.82582e+13
2021-03-01,1.87163e+13
2021-04-01,1.9079e+13
2021-05-01,1.91604e+13
2021-06-01,1.93011e+13
2021-07-01,1.94437e+13
2021-08-01,1.96546e+13
2021-09-01,1.98386e+13
2021-10-01,2.00117e+13
2021-11-01,2.02569e+13
2021-12-01,2.05778e+13
2022-01-01,2.05409e+13
2022-02-01,2.05202e+13
2022-03-01,2.08016e+13
2022-04-01,2.08202e+13
2022-05-01,2.0543e+13
2022-06-01,2.05409e+13
2022-07-01,2.04832e+13
2022-08-01,2.03955e+13
2022-09-01,2.02481e+13
2022-10-01,2.00596e+13
2022-11-01,1.99657e+13
2022-12-01,1.98797e+13
2023-01-01,1.95859e+13
2023-02-01,1.93177e+13
2023-03-01,1.90775e+13
2023-04-01,1.87439e+13
2023-05-01,1.84914e+13
2023-06-01,1.84325e+13
2023-07-01,1.83361e+13
2023-08-01,1.82316e+13
2023-09-01,1.81411e+13
2023-10-01,1.80343e+13
