"Date","MSIM2MP"
1997-01-01,2909.3
1997-02-01,2918.6
1997-03-01,2929.1
1997-04-01,2939.9
1997-05-01,2950.8
1997-06-01,2961.5
1997-07-01,2977
1997-08-01,3002.5
1997-09-01,3019.3
1997-10-01,3035
1997-11-01,3055.4
1997-12-01,3076.4
1998-01-01,3096.1
1998-02-01,3122.6
1998-03-01,3142.5
1998-04-01,3164.7
1998-05-01,3182.8
1998-06-01,3203.7
1998-07-01,3221.6
1998-08-01,3241.9
1998-09-01,3276.8
1998-10-01,3309.9
1998-11-01,3344.9
1998-12-01,3378
1999-01-01,3399.4
1999-02-01,3423
1999-03-01,3434.7
1999-04-01,3462.4
1999-05-01,3484.5
1999-06-01,3506.7
1999-07-01,3529
1999-08-01,3543.3
1999-09-01,3551.5
1999-10-01,3564.6
1999-11-01,3582.8
1999-12-01,3600.5
2000-01-01,3607.8
2000-02-01,3609.6
2000-03-01,3623.3
2000-04-01,3657.2
2000-05-01,3646.7
2000-06-01,3653.3
2000-07-01,3662.4
2000-08-01,3682.6
2000-09-01,3703.5
2000-10-01,3713
2000-11-01,3717
2000-12-01,3742.6
2001-01-01,3784.9
2001-02-01,3820.6
2001-03-01,3875.6
2001-04-01,3929.5
2001-05-01,3950.9
2001-06-01,3993.8
2001-07-01,4036.2
2001-08-01,4082.8
2001-09-01,4209.1
2001-10-01,4192.9
2001-11-01,4245.3
2001-12-01,4305.2
2002-01-01,4347
2002-02-01,4380.3
2002-03-01,4397.2
2002-04-01,4413.9
2002-05-01,4440.8
2002-06-01,4465.3
2002-07-01,4512.1
2002-08-01,4550.1
2002-09-01,4581
2002-10-01,4633
2002-11-01,4676.4
2002-12-01,4704.2
2003-01-01,4739.3
2003-02-01,4779
2003-03-01,4796.1
2003-04-01,4842.7
2003-05-01,4902.4
2003-06-01,4944.5
2003-07-01,5006.6
2003-08-01,5058
2003-09-01,5049.7
2003-10-01,5043.4
2003-11-01,5049
2003-12-01,5059.7
2004-01-01,5068.5
2004-02-01,5107.3
2004-03-01,5149.3
2004-04-01,5191.7
2004-05-01,5258.1
2004-06-01,5270.7
2004-07-01,5281.8
2004-08-01,5301.9
2004-09-01,5337.8
2004-10-01,5357.2
2004-11-01,5390.5
2004-12-01,5399.8
2005-01-01,5388.1
2005-02-01,5393.4
2005-03-01,5395.3
2005-04-01,5385.1
2005-05-01,5383.3
2005-06-01,5406.7
2005-07-01,5416.1
2005-08-01,5437.4
2005-09-01,5461.6
2005-10-01,5479.8
2005-11-01,5490.8
2005-12-01,5506.6
2006-01-01,5528.4
2006-02-01,5537.3
2006-03-01,5530.2
2006-04-01,5540.5
2006-05-01,5527.8
2006-06-01,5535.2
2006-07-01,5539.3
2006-08-01,5540.8
2006-09-01,5542.5
2006-10-01,5576.8
2006-11-01,5599.4
2006-12-01,5626.4
2007-01-01,5651.4
2007-02-01,5657
2007-03-01,5672.2
2007-04-01,5725.2
2007-05-01,5737.1
2007-06-01,5749.2
2007-07-01,5772.1
2007-08-01,5817.6
2007-09-01,5824.3
2007-10-01,5839.5
2007-11-01,5855.7
2007-12-01,5869.8
2008-01-01,5883.3
2008-02-01,5941.1
2008-03-01,5998.8
2008-04-01,6038.8
2008-05-01,6051.9
2008-06-01,6067.4
2008-07-01,6111.2
2008-08-01,6074.8
2008-09-01,6151.2
2008-10-01,6191.3
2008-11-01,6209.4
2008-12-01,6378.4
2009-01-01,6444.7
2009-02-01,6488.6
2009-03-01,6554
2009-04-01,6576.9
2009-05-01,6634.9
2009-06-01,6675.3
2009-07-01,6697.2
2009-08-01,6702.9
2009-09-01,6749.1
2009-10-01,6804.4
2009-11-01,6855.7
2009-12-01,6890.6
2010-01-01,6851
2010-02-01,6927.8
2010-03-01,6938.6
2010-04-01,6981.4
2010-05-01,7040
2010-06-01,7080.7
2010-07-01,7105.2
2010-08-01,7161.1
2010-09-01,7221.5
2010-10-01,7286.2
2010-11-01,7349.1
2010-12-01,7396.4
2011-01-01,7431.2
2011-02-01,7494.5
2011-03-01,7545.4
2011-04-01,7602.5
2011-05-01,7664.3
2011-06-01,7754.4
2011-07-01,7944.3
2011-08-01,8174
2011-09-01,8215.9
2011-10-01,8256.5
2011-11-01,8316.6
2011-12-01,8356.7
2012-01-01,8436.3
2012-02-01,8481
2012-03-01,8526.2
2012-04-01,8579.3
2012-05-01,8628.5
2012-06-01,8685.5
2012-07-01,8789.1
2012-08-01,8867.2
2012-09-01,8948.5
2012-10-01,9040.8
2012-11-01,9105.9
2012-12-01,9221
2013-01-01,9267.8
2013-02-01,9255.8
2013-03-01,9296.9
2013-04-01,9359.3
2013-05-01,9387.6
2013-06-01,9437
2013-07-01,9547.7
2013-08-01,9611
2013-09-01,9668.1
2013-10-01,9800.5
2013-11-01,9788.2
2013-12-01,9840.9
