"Date","M14115M156NNBR"
1934-07-01,160.7
1934-08-01,173.2
1934-09-01,164
1934-10-01,163.6
1934-11-01,167
1934-12-01,161
1935-01-01,176.6
1935-02-01,193.2
1935-03-01,179.4
1935-04-01,172.9
1935-05-01,178.6
1935-06-01,186.8
1935-07-01,181
1935-08-01,211.2
1935-09-01,203.2
1935-10-01,213.7
1935-11-01,219.1
1935-12-01,213.4
1936-01-01,216.6
1936-02-01,211.6
1936-03-01,186.9
1936-04-01,176.9
1936-05-01,190.7
1936-06-01,171.1
1936-07-01,178.6
1936-08-01,156.5
1936-09-01,127.8
1936-10-01,133
1936-11-01,138.6
1936-12-01,135.5
1937-01-01,139.2
1937-02-01,144.7
1937-03-01,117.9
1937-04-01,124
1937-05-01,108.2
1937-06-01,107.1
1937-07-01,108.1
1937-08-01,104.5
1937-09-01,109.6
1937-10-01,114.7
1937-11-01,115.9
1937-12-01,113
1938-01-01,119.3
1938-02-01,120.8
1938-03-01,126.3
1938-04-01,139
1938-05-01,149.7
1938-06-01,152.8
1938-07-01,161.7
1938-08-01,159.9
1938-09-01,160.4
1938-10-01,167.6
1938-11-01,172.5
1938-12-01,172.2
1939-01-01,182.7
1939-02-01,184
1939-03-01,180
1939-04-01,189
1939-05-01,193.8
1939-06-01,190.2
1939-07-01,193.1
1939-08-01,193.1
1939-09-01,200.7
1939-10-01,199.7
1939-11-01,191.6
1939-12-01,186.7
1940-01-01,199.7
1940-02-01,202.5
1940-03-01,202.1
1940-04-01,202.3
1940-05-01,203.6
1940-06-01,207.4
1940-07-01,205.7
1940-08-01,199.4
1940-09-01,198.4
1940-10-01,201.2
1940-11-01,200.3
1940-12-01,196.9
1941-01-01,196.6
1941-02-01,187
1941-03-01,186.1
1941-04-01,175.9
1941-05-01,167.5
1941-06-01,160.1
1941-07-01,157.7
1941-08-01,151.3
1941-09-01,149.3
1941-10-01,144.1
1941-11-01,123
1941-12-01,123.8
1942-01-01,126
1942-02-01,125.5
1942-03-01,122.8
1942-04-01,118.8
1942-05-01,112.6
1942-06-01,112.9
1942-07-01,106.2
1942-08-01,106.6
1942-09-01,107.8
1942-10-01,115.8
1942-11-01,112.5
1942-12-01,110.7
1943-01-01,108.4
1943-02-01,102.5
1943-03-01,102.4
1943-04-01,101.4
1943-05-01,101.5
1943-06-01,100.6
1943-07-01,100.8
1943-08-01,100.5
1943-09-01,100.9
1943-10-01,100.9
1943-11-01,100.6
1943-12-01,100.8
1944-01-01,100.5
1944-02-01,100.6
1944-03-01,100.5
1944-04-01,100.5
1944-05-01,100.3
1944-06-01,100.5
1944-07-01,100.5
1944-08-01,100.3
1944-09-01,100.6
1944-10-01,100.6
1944-11-01,100.5
1944-12-01,100.8
1945-01-01,100.3
1945-02-01,100.4
1945-03-01,100.5
1945-04-01,100.3
1945-05-01,100.3
1945-06-01,100.7
1945-07-01,100.4
1945-08-01,100.3
1945-09-01,100.5
1945-10-01,100.3
1945-11-01,100.6
1945-12-01,101.2
1946-01-01,100.2
1946-02-01,100.4
1946-03-01,100
1946-04-01,100.9
1946-05-01,100.3
1946-06-01,100.7
1946-07-01,100.4
1946-08-01,100.3
1946-09-01,100.6
1946-10-01,100.2
1946-11-01,100.4
1946-12-01,100.6
1947-01-01,100.1
1947-02-01,100.4
1947-03-01,100.5
1947-04-01,100.3
1947-05-01,100.3
1947-06-01,100.3
1947-07-01,100.3
1947-08-01,100.2
1947-09-01,100.6
1947-10-01,101.4
1947-11-01,100.9
1947-12-01,102.4
1948-01-01,102.7
1948-02-01,100.8
1948-03-01,101
1948-04-01,100.9
1948-05-01,100.4
1948-06-01,100.9
1948-07-01,100.5
1948-08-01,100.9
1948-09-01,101.3
1948-10-01,100.9
1948-11-01,100.5
1948-12-01,101
1949-01-01,100.8
1949-02-01,100.5
1949-03-01,100.6
1949-04-01,100.8
1949-05-01,100.9
1949-06-01,101.4
1949-07-01,101.6
1949-08-01,100.5
1949-09-01,100.9
1949-10-01,101.1
1949-11-01,101.1
1949-12-01,100.4
1950-01-01,101.2
1950-02-01,100.4
1950-03-01,100.8
1950-04-01,100.1
1950-05-01,100.4
1950-06-01,101.6
1950-07-01,100.3
1950-08-01,100.4
1950-09-01,101.3
1950-10-01,101.7
1950-11-01,100.3
1950-12-01,102.8
1951-01-01,100.2
1951-02-01,100.4
1951-03-01,101
1951-04-01,103.1
1951-05-01,99.8
1951-06-01,102.1
1951-07-01,100.2
1951-08-01,100.1
1951-09-01,100.1
1951-10-01,102.1
1951-11-01,100.1
1951-12-01,100.8
1952-01-01,101.7
1952-02-01,100.1
1952-03-01,101.7
1952-04-01,100
1952-05-01,100
1952-06-01,100.7
1952-07-01,99.7
1952-08-01,100.1
1952-09-01,101.2
1952-10-01,100
1952-11-01,100.2
1952-12-01,100.5
1953-01-01,100.1
1953-02-01,100.3
1953-03-01,100.3
1953-04-01,100
1953-05-01,100.3
1953-06-01,102.5
1953-07-01,101.1
1953-08-01,100.1
1953-09-01,100.7
1953-10-01,100.8
1953-11-01,100.4
1953-12-01,100.3
1954-01-01,103.1
1954-02-01,100.2
1954-03-01,100.8
1954-04-01,101.4
1954-05-01,100.7
1954-06-01,101.3
1954-07-01,100.9
1954-08-01,99.8
1954-09-01,100.5
1954-10-01,100.3
1954-11-01,101.3
1954-12-01,100.2
1955-01-01,100.2
1955-02-01,100.7
1955-03-01,100.5
1955-04-01,100.1
1955-05-01,100.5
1955-06-01,100.3
1955-07-01,100.2
1955-08-01,100.2
1955-09-01,100.3
1955-10-01,100
1955-11-01,100.3
1955-12-01,100.8
1956-01-01,99.4
1956-02-01,100.2
1956-03-01,100.6
1956-04-01,99.7
1956-05-01,100.3
