"Date","MANMM101USM189S"
2001-07-01,1.1389e+12
2001-08-01,1.1502e+12
2001-09-01,1.2057e+12
2001-10-01,1.1657e+12
2001-11-01,1.171e+12
2001-12-01,1.1832e+12
2002-01-01,1.1907e+12
2002-02-01,1.1906e+12
2002-03-01,1.1933e+12
2002-04-01,1.1869e+12
2002-05-01,1.1893e+12
2002-06-01,1.1933e+12
2002-07-01,1.1991e+12
2002-08-01,1.1871e+12
2002-09-01,1.1961e+12
2002-10-01,1.204e+12
2002-11-01,1.2096e+12
2002-12-01,1.2202e+12
2003-01-01,1.2273e+12
2003-02-01,1.2382e+12
2003-03-01,1.2393e+12
2003-04-01,1.25e+12
2003-05-01,1.2688e+12
2003-06-01,1.281e+12
2003-07-01,1.2875e+12
2003-08-01,1.2964e+12
2003-09-01,1.2972e+12
2003-10-01,1.2978e+12
2003-11-01,1.2991e+12
2003-12-01,1.3062e+12
2004-01-01,1.306e+12
2004-02-01,1.3214e+12
2004-03-01,1.3287e+12
2004-04-01,1.3328e+12
2004-05-01,1.3333e+12
2004-06-01,1.3427e+12
2004-07-01,1.3408e+12
2004-08-01,1.3543e+12
2004-09-01,1.3625e+12
2004-10-01,1.3623e+12
2004-11-01,1.3742e+12
2004-12-01,1.376e+12
2005-01-01,1.3671e+12
2005-02-01,1.3711e+12
2005-03-01,1.3709e+12
2005-04-01,1.3584e+12
2005-05-01,1.366e+12
2005-06-01,1.3801e+12
2005-07-01,1.369e+12
2005-08-01,1.3778e+12
2005-09-01,1.3786e+12
2005-10-01,1.3765e+12
2005-11-01,1.3761e+12
2005-12-01,1.3743e+12
2006-01-01,1.3795e+12
2006-02-01,1.3784e+12
2006-03-01,1.3832e+12
2006-04-01,1.3814e+12
2006-05-01,1.3872e+12
2006-06-01,1.3754e+12
2006-07-01,1.3724e+12
2006-08-01,1.3724e+12
2006-09-01,1.3644e+12
2006-10-01,1.3703e+12
2006-11-01,1.3708e+12
2006-12-01,1.3666e+12
2007-01-01,1.3717e+12
2007-02-01,1.363e+12
2007-03-01,1.3665e+12
2007-04-01,1.378e+12
2007-05-01,1.3809e+12
2007-06-01,1.3682e+12
2007-07-01,1.3718e+12
2007-08-01,1.3763e+12
2007-09-01,1.3757e+12
2007-10-01,1.3794e+12
2007-11-01,1.3718e+12
2007-12-01,1.3734e+12
2008-01-01,1.3777e+12
2008-02-01,1.3804e+12
2008-03-01,1.3887e+12
2008-04-01,1.3914e+12
2008-05-01,1.3934e+12
2008-06-01,1.4046e+12
2008-07-01,1.4211e+12
2008-08-01,1.4074e+12
2008-09-01,1.462e+12
2008-10-01,1.4738e+12
2008-11-01,1.5146e+12
2008-12-01,1.6017e+12
2009-01-01,1.5828e+12
2009-02-01,1.5672e+12
2009-03-01,1.5789e+12
2009-04-01,1.6116e+12
2009-05-01,1.6175e+12
2009-06-01,1.6588e+12
2009-07-01,1.6625e+12
2009-08-01,1.66e+12
2009-09-01,1.6649e+12
2009-10-01,1.6777e+12
2009-11-01,1.683e+12
2009-12-01,1.6928e+12
2010-01-01,1.6747e+12
2010-02-01,1.6998e+12
2010-03-01,1.7119e+12
2010-04-01,1.699e+12
2010-05-01,1.7101e+12
2010-06-01,1.7316e+12
2010-07-01,1.724e+12
2010-08-01,1.7487e+12
2010-09-01,1.7662e+12
2010-10-01,1.7804e+12
2010-11-01,1.8284e+12
2010-12-01,1.8367e+12
2011-01-01,1.8463e+12
2011-02-01,1.8701e+12
2011-03-01,1.8965e+12
2011-04-01,1.897e+12
2011-05-01,1.9416e+12
2011-06-01,1.9634e+12
2011-07-01,1.996e+12
2011-08-01,2.1154e+12
2011-09-01,2.12e+12
2011-10-01,2.1285e+12
2011-11-01,2.182e+12
2011-12-01,2.1657e+12
2012-01-01,2.2018e+12
2012-02-01,2.2071e+12
2012-03-01,2.2278e+12
2012-04-01,2.2373e+12
2012-05-01,2.2562e+12
2012-06-01,2.2753e+12
2012-07-01,2.315e+12
2012-08-01,2.3541e+12
2012-09-01,2.3866e+12
2012-10-01,2.4201e+12
2012-11-01,2.4412e+12
2012-12-01,2.4607e+12
2013-01-01,2.4767e+12
2013-02-01,2.4689e+12
2013-03-01,2.4763e+12
2013-04-01,2.5049e+12
2013-05-01,2.5235e+12
2013-06-01,2.521e+12
2013-07-01,2.5423e+12
2013-08-01,2.5513e+12
2013-09-01,2.5855e+12
2013-10-01,2.6312e+12
2013-11-01,2.6388e+12
2013-12-01,2.6742e+12
2014-01-01,2.6978e+12
2014-02-01,2.724e+12
2014-03-01,2.7499e+12
2014-04-01,2.7705e+12
2014-05-01,2.787e+12
2014-06-01,2.8218e+12
2014-07-01,2.8414e+12
2014-08-01,2.8014e+12
2014-09-01,2.8662e+12
2014-10-01,2.8769e+12
2014-11-01,2.8926e+12
2014-12-01,2.9473e+12
2015-01-01,2.9397e+12
2015-02-01,3.0049e+12
2015-03-01,2.9977e+12
2015-04-01,2.9969e+12
2015-05-01,2.9798e+12
2015-06-01,3.018e+12
2015-07-01,3.0396e+12
2015-08-01,3.027e+12
2015-09-01,3.047e+12
2015-10-01,3.0223e+12
2015-11-01,3.0848e+12
2015-12-01,3.1e+12
2016-01-01,3.095e+12
2016-02-01,3.128e+12
2016-03-01,3.1537e+12
2016-04-01,3.1985e+12
2016-05-01,3.2378e+12
2016-06-01,3.2449e+12
2016-07-01,3.2453e+12
2016-08-01,3.3175e+12
2016-09-01,3.3273e+12
2016-10-01,3.3335e+12
2016-11-01,3.3539e+12
2016-12-01,3.3456e+12
2017-01-01,3.3893e+12
2017-02-01,3.4004e+12
2017-03-01,3.4529e+12
2017-04-01,3.4527e+12
2017-05-01,3.5176e+12
2017-06-01,3.5263e+12
2017-07-01,3.5486e+12
2017-08-01,3.5851e+12
2017-09-01,3.5693e+12
2017-10-01,3.6044e+12
2017-11-01,3.6262e+12
2017-12-01,3.6188e+12
2018-01-01,3.6507e+12
2018-02-01,3.614e+12
2018-03-01,3.667e+12
2018-04-01,3.66e+12
2018-05-01,3.6544e+12
2018-06-01,3.6545e+12
2018-07-01,3.6798e+12
2018-08-01,3.6904e+12
2018-09-01,3.7001e+12
2018-10-01,3.7249e+12
2018-11-01,3.7009e+12
2018-12-01,3.773e+12
2019-01-01,3.745e+12
2019-02-01,3.7521e+12
2019-03-01,3.7369e+12
2019-04-01,3.7839e+12
2019-05-01,3.7882e+12
2019-06-01,3.8284e+12
2019-07-01,3.8603e+12
2019-08-01,3.8553e+12
2019-09-01,3.8995e+12
2019-10-01,3.9331e+12
2019-11-01,3.9495e+12
2019-12-01,4.0212e+12
2020-01-01,3.9786e+12
2020-02-01,3.9814e+12
2020-03-01,4.261e+12
2020-04-01,4.7945e+12
2020-05-01,1.62442e+13
2020-06-01,1.65597e+13
2020-07-01,1.67672e+13
2020-08-01,1.68785e+13
2020-09-01,1.71586e+13
2020-10-01,1.73572e+13
2020-11-01,1.76091e+13
2020-12-01,1.78273e+13
2021-01-01,1.80988e+13
2021-02-01,1.83626e+13
2021-03-01,1.8635e+13
2021-04-01,1.89337e+13
2021-05-01,1.92667e+13
2021-06-01,1.93588e+13
2021-07-01,1.95343e+13
2021-08-01,1.97338e+13
2021-09-01,1.98659e+13
2021-10-01,2.00355e+13
2021-11-01,2.02506e+13
2021-12-01,2.04948e+13
2022-01-01,2.05061e+13
2022-02-01,2.05335e+13
2022-03-01,2.06642e+13
2022-04-01,2.06508e+13
2022-05-01,2.06389e+13
2022-06-01,2.06077e+13
2022-07-01,2.05887e+13
2022-08-01,2.048e+13
2022-09-01,2.0281e+13
2022-10-01,2.00994e+13
2022-11-01,1.9965e+13
2022-12-01,1.98209e+13
2023-01-01,1.95555e+13
2023-02-01,1.93135e+13
2023-03-01,1.89389e+13
2023-04-01,1.85918e+13
2023-05-01,1.85597e+13
2023-06-01,1.849e+13
2023-07-01,1.84281e+13
2023-08-01,1.83035e+13
2023-09-01,1.81717e+13
2023-10-01,1.80812e+13
