"Date","MSIM2A"
1987-10-01,2906.6
1987-11-01,2904.8
1987-12-01,2906.7
1988-01-01,2926
1988-02-01,2943.1
1988-03-01,2961.2
1988-04-01,2981
1988-05-01,2995.1
1988-06-01,3009.5
1988-07-01,3016.8
1988-08-01,3021.2
1988-09-01,3022.6
1988-10-01,3025
1988-11-01,3036
1988-12-01,3041
1989-01-01,3036.7
1989-02-01,3029.3
1989-03-01,3029.8
1989-04-01,3021.4
1989-05-01,3013.5
1989-06-01,3015.8
1989-07-01,3034.9
1989-08-01,3049.3
1989-09-01,3061.9
1989-10-01,3083.6
1989-11-01,3098.3
1989-12-01,3117.7
1990-01-01,3132.6
1990-02-01,3145.3
1990-03-01,3156.2
1990-04-01,3168.2
1990-05-01,3167.3
1990-06-01,3182.8
1990-07-01,3195.3
1990-08-01,3217.1
1990-09-01,3232.7
1990-10-01,3237.8
1990-11-01,3242.2
1990-12-01,3252
1991-01-01,3267.3
1991-02-01,3286.3
1991-03-01,3305.8
1991-04-01,3317.6
1991-05-01,3331.5
1991-06-01,3345.3
1991-07-01,3352.4
1991-08-01,3354.7
1991-09-01,3356.5
1991-10-01,3366.6
1991-11-01,3376.7
1991-12-01,3388.1
1992-01-01,3402.4
1992-02-01,3425.6
1992-03-01,3434.4
1992-04-01,3434.5
1992-05-01,3436.5
1992-06-01,3433.6
1992-07-01,3438.3
1992-08-01,3446.9
1992-09-01,3463.3
1992-10-01,3481.3
1992-11-01,3487
1992-12-01,3488.5
1993-01-01,3484.7
1993-02-01,3482.6
1993-03-01,3482.6
1993-04-01,3486
1993-05-01,3515.8
1993-06-01,3524.8
1993-07-01,3527.6
1993-08-01,3535
1993-09-01,3545.2
1993-10-01,3552.7
1993-11-01,3570.2
1993-12-01,3576.7
1994-01-01,3579.2
1994-02-01,3583
1994-03-01,3589.5
1994-04-01,3592.3
1994-05-01,3601.3
1994-06-01,3591.3
1994-07-01,3600.3
1994-08-01,3597.3
1994-09-01,3597.5
1994-10-01,3593.5
1994-11-01,3594
1994-12-01,3589.2
1995-01-01,3590.1
1995-02-01,3580.3
1995-03-01,3574.3
1995-04-01,3575.8
1995-05-01,3593
1995-06-01,3612.8
1995-07-01,3625.4
1995-08-01,3643.7
1995-09-01,3654.1
1995-10-01,3664.6
1995-11-01,3668.6
1995-12-01,3676.9
1996-01-01,3697.9
1996-02-01,3710.3
1996-03-01,3737.6
1996-04-01,3751.2
1996-05-01,3761.8
1996-06-01,3776.4
1996-07-01,3791.2
1996-08-01,3797.5
1996-09-01,3806.5
1996-10-01,3821.2
1996-11-01,3839.4
1996-12-01,3859.9
1997-01-01,3875.6
1997-02-01,3887.3
1997-03-01,3900.5
1997-04-01,3915.1
1997-05-01,3929.4
1997-06-01,3943.9
1997-07-01,3964.2
1997-08-01,3994.5
1997-09-01,4014.5
1997-10-01,4033.1
1997-11-01,4056.7
1997-12-01,4081.1
1998-01-01,4104.7
1998-02-01,4136.1
1998-03-01,4159.8
1998-04-01,4185.1
1998-05-01,4205.4
1998-06-01,4229.8
1998-07-01,4249.5
1998-08-01,4271.8
1998-09-01,4311.9
1998-10-01,4350.1
1998-11-01,4388.8
1998-12-01,4424.3
1999-01-01,4446.1
1999-02-01,4471.6
1999-03-01,4483.1
1999-04-01,4513
1999-05-01,4536.1
1999-06-01,4560.7
1999-07-01,4587
1999-08-01,4604.3
1999-09-01,4617.3
1999-10-01,4635.4
1999-11-01,4660.6
1999-12-01,4684.8
2000-01-01,4699.8
2000-02-01,4708.6
2000-03-01,4730.3
2000-04-01,4775.5
2000-05-01,4766.4
2000-06-01,4780.2
2000-07-01,4796.1
2000-08-01,4824.6
2000-09-01,4852.5
2000-10-01,4866.8
2000-11-01,4874.6
2000-12-01,4908.1
2001-01-01,4960.6
2001-02-01,5001.3
2001-03-01,5062.4
2001-04-01,5122.1
2001-05-01,5136.2
2001-06-01,5177.5
2001-07-01,5215.8
2001-08-01,5257.2
2001-09-01,5381.6
2001-10-01,5367.1
2001-11-01,5413.3
2001-12-01,5465.7
2002-01-01,5496.1
2002-02-01,5524
2002-03-01,5533
2002-04-01,5542.3
2002-05-01,5566.4
2002-06-01,5589.8
2002-07-01,5639
2002-08-01,5677.7
2002-09-01,5702.5
2002-10-01,5755.6
2002-11-01,5800.5
2002-12-01,5825.9
2003-01-01,5858.4
2003-02-01,5896.4
2003-03-01,5912.4
2003-04-01,5957.7
2003-05-01,6016.6
2003-06-01,6054
2003-07-01,6111.1
2003-08-01,6157
2003-09-01,6140.8
2003-10-01,6129.2
2003-11-01,6130
2003-12-01,6137.9
2004-01-01,6144.4
2004-02-01,6182.4
2004-03-01,6225
2004-04-01,6267.9
2004-05-01,6336.6
2004-06-01,6349.1
2004-07-01,6361.7
2004-08-01,6384.3
2004-09-01,6424
2004-10-01,6448
2004-11-01,6487.1
2004-12-01,6503.1
2005-01-01,6499.9
2005-02-01,6515
2005-03-01,6526.8
2005-04-01,6528.8
2005-05-01,6540.3
2005-06-01,6576.6
2005-07-01,6597.6
2005-08-01,6630.7
2005-09-01,6665.5
2005-10-01,6691.2
2005-11-01,6711.5
2005-12-01,6738.2
2006-01-01,6771.9
2006-02-01,6794
2006-03-01,6798.5
2006-04-01,6823.1
2006-05-01,6823.2
2006-06-01,6845.1
2006-07-01,6865.3
2006-08-01,6881.1
2006-09-01,6893.2
2006-10-01,6942.8
2006-11-01,6973.8
2006-12-01,7009.4
2007-01-01,7041.7
2007-02-01,7054.3
2007-03-01,7074.5
2007-04-01,7139.6
2007-05-01,7156.2
2007-06-01,7170.7
2007-07-01,7198.7
2007-08-01,7252.7
2007-09-01,7266.2
2007-10-01,7290.5
2007-11-01,7312
2007-12-01,7330.7
2008-01-01,7352
2008-02-01,7426.2
2008-03-01,7483.9
2008-04-01,7530.7
2008-05-01,7542.8
2008-06-01,7555.5
2008-07-01,7611
2008-08-01,7595.6
2008-09-01,7694.7
2008-10-01,7794.5
2008-11-01,7840.6
2008-12-01,8037.1
2009-01-01,8100.2
2009-02-01,8137.8
2009-03-01,8195.7
2009-04-01,8200.4
2009-05-01,8245.4
2009-06-01,8266.3
2009-07-01,8266.4
2009-08-01,8248.6
2009-09-01,8270.5
2009-10-01,8301.1
2009-11-01,8332.5
2009-12-01,8346.9
2010-01-01,8280
2010-02-01,8343.3
2010-03-01,8336
2010-04-01,8363.5
2010-05-01,8407.1
2010-06-01,8431.7
2010-07-01,8442.9
2010-08-01,8484.8
2010-09-01,8526.6
2010-10-01,8572.2
2010-11-01,8614.1
2010-12-01,8643.8
2011-01-01,8663
2011-02-01,8718.4
2011-03-01,8760.4
2011-04-01,8808.6
2011-05-01,8860.8
2011-06-01,8940.7
2011-07-01,9125.1
2011-08-01,9347.1
2011-09-01,9376.9
2011-10-01,9406.7
2011-11-01,9458.4
2011-12-01,9493.8
2012-01-01,9567.5
2012-02-01,9603.6
2012-03-01,9639.5
2012-04-01,9683.7
2012-05-01,9724.5
2012-06-01,9774.5
2012-07-01,9872.5
2012-08-01,9944.5
2012-09-01,10019.3
2012-10-01,10104.4
2012-11-01,10157.4
2012-12-01,10266.4
2013-01-01,10308.3
2013-02-01,10288.4
2013-03-01,10331.6
2013-04-01,10389.1
2013-05-01,10409.8
2013-06-01,10448.4
2013-07-01,10553.2
2013-08-01,10612.4
2013-09-01,10663
2013-10-01,10794.6
2013-11-01,10775.6
2013-12-01,10828
