"Date","OCDSL"
1994-05-01,412.7
1994-06-01,412.3
1994-07-01,413.1
1994-08-01,411
1994-09-01,408.8
1994-10-01,405.7
1994-11-01,404.8
1994-12-01,404
1995-01-01,400.9
1995-02-01,396.9
1995-03-01,394.3
1995-04-01,394.4
1995-05-01,386.6
1995-06-01,382.5
1995-07-01,381.5
1995-08-01,378.7
1995-09-01,374.2
1995-10-01,366.4
1995-11-01,363.3
1995-12-01,356.6
1996-01-01,346.4
1996-02-01,340
1996-03-01,336.6
1996-04-01,334
1996-05-01,322.4
1996-06-01,316
1996-07-01,309.2
1996-08-01,301.2
1996-09-01,293.4
1996-10-01,286.1
1996-11-01,279.1
1996-12-01,275.8
1997-01-01,273.5
1997-02-01,269.1
1997-03-01,261.4
1997-04-01,256
1997-05-01,253.2
1997-06-01,250.9
1997-07-01,248.5
1997-08-01,249
1997-09-01,248.6
1997-10-01,248.1
1997-11-01,246.3
1997-12-01,245.1
1998-01-01,245.4
1998-02-01,246.5
1998-03-01,247.9
1998-04-01,247
1998-05-01,246.2
1998-06-01,245
1998-07-01,246.1
1998-08-01,245.2
1998-09-01,244.1
1998-10-01,247.4
1998-11-01,250.7
1998-12-01,249.8
1999-01-01,250.7
1999-02-01,248.7
1999-03-01,247.9
1999-04-01,247.5
1999-05-01,247.6
1999-06-01,246.4
1999-07-01,243.3
1999-08-01,242
1999-09-01,240.9
1999-10-01,241.6
1999-11-01,241.9
1999-12-01,243.3
2000-01-01,242.4
2000-02-01,242.2
2000-03-01,241.9
2000-04-01,244.6
2000-05-01,241.7
2000-06-01,240
2000-07-01,239.2
2000-08-01,240.2
2000-09-01,239.4
2000-10-01,241.3
2000-11-01,239.8
2000-12-01,238.6
2001-01-01,239.8
2001-02-01,241.6
2001-03-01,245.2
2001-04-01,248.8
2001-05-01,248.6
2001-06-01,253.7
2001-07-01,257.9
2001-08-01,256.3
2001-09-01,257
2001-10-01,251.6
2001-11-01,253.5
2001-12-01,257.7
2002-01-01,259.3
2002-02-01,259.4
2002-03-01,259.9
2002-04-01,261.1
2002-05-01,263.3
2002-06-01,263.5
2002-07-01,265.6
2002-08-01,266.1
2002-09-01,269.7
2002-10-01,273.9
2002-11-01,277
2002-12-01,279.3
2003-01-01,280
2003-02-01,283.2
2003-03-01,284
2003-04-01,284
2003-05-01,288.1
2003-06-01,292.4
2003-07-01,297.6
2003-08-01,301.4
2003-09-01,306.3
2003-10-01,305.9
2003-11-01,306.3
2003-12-01,310.1
2004-01-01,313.5
2004-02-01,318.9
2004-03-01,320.6
2004-04-01,320
2004-05-01,320.5
2004-06-01,325.9
2004-07-01,326.5
2004-08-01,328.2
2004-09-01,325.2
2004-10-01,327.2
2004-11-01,329.3
2004-12-01,327.8
2005-01-01,323.6
2005-02-01,322.3
2005-03-01,321.1
2005-04-01,321.5
2005-05-01,322
2005-06-01,319.6
2005-07-01,318.8
2005-08-01,321
2005-09-01,320.2
2005-10-01,319.9
2005-11-01,320.7
2005-12-01,318.3
2006-01-01,318.7
2006-02-01,317.1
2006-03-01,317.1
2006-04-01,316.3
2006-05-01,314.1
2006-06-01,309.8
2006-07-01,309
2006-08-01,307.7
2006-09-01,306.4
2006-10-01,306.6
2006-11-01,304.9
2006-12-01,304.8
2007-01-01,308.4
2007-02-01,304.5
2007-03-01,308.4
2007-04-01,311
2007-05-01,310.1
2007-06-01,299.4
2007-07-01,299.7
2007-08-01,301.7
2007-09-01,303.3
2007-10-01,303.5
2007-11-01,298.3
2007-12-01,304.8
2008-01-01,308.1
2008-02-01,309.9
2008-03-01,309.6
2008-04-01,311.3
2008-05-01,310.9
2008-06-01,312.6
2008-07-01,315.1
2008-08-01,308
2008-09-01,313.2
2008-10-01,309.7
2008-11-01,302.2
2008-12-01,310.1
2009-01-01,311.1
2009-02-01,320.5
2009-03-01,322.7
2009-04-01,333.5
2009-05-01,335.6
2009-06-01,351.1
2009-07-01,356.9
2009-08-01,360
2009-09-01,363.7
2009-10-01,373.7
2009-11-01,377.6
2009-12-01,378.1
2010-01-01,370.7
2010-02-01,377.8
2010-03-01,381.8
2010-04-01,365.4
2010-05-01,368.5
2010-06-01,375.7
2010-07-01,374.3
2010-08-01,377.2
2010-09-01,382.5
2010-10-01,386
2010-11-01,398.2
2010-12-01,396.7
2011-01-01,393.5
2011-02-01,394.7
2011-03-01,397
2011-04-01,394
2011-05-01,397.3
2011-06-01,400.6
2011-07-01,397.3
2011-08-01,407.2
2011-09-01,406.5
2011-10-01,406.2
2011-11-01,415.4
2011-12-01,407.9
2012-01-01,409.5
2012-02-01,411.5
2012-03-01,414.4
2012-04-01,415.1
2012-05-01,418.9
2012-06-01,417.3
2012-07-01,419.7
2012-08-01,426.6
2012-09-01,427.8
2012-10-01,433.3
2012-11-01,434.1
2012-12-01,439.4
2013-01-01,446.2
2013-02-01,443.4
2013-03-01,443.6
2013-04-01,449.8
2013-05-01,450.8
2013-06-01,448.2
2013-07-01,454.6
2013-08-01,456.5
2013-09-01,461.6
2013-10-01,464.8
2013-11-01,465.3
2013-12-01,466.6
2014-01-01,469.7
2014-02-01,471.7
2014-03-01,472.1
2014-04-01,474.2
2014-05-01,474.2
2014-06-01,479.1
2014-07-01,479.8
2014-08-01,478.8
2014-09-01,474
2014-10-01,477.5
2014-11-01,477.6
2014-12-01,484.6
2015-01-01,485.2
2015-02-01,497.3
2015-03-01,497.7
2015-04-01,499
2015-05-01,498.1
2015-06-01,503.5
2015-07-01,505.3
2015-08-01,502.9
2015-09-01,507.9
2015-10-01,508.2
2015-11-01,509.2
2015-12-01,514.8
2016-01-01,510.2
2016-02-01,517.4
2016-03-01,516.3
2016-04-01,517.2
2016-05-01,520.7
2016-06-01,526.8
2016-07-01,527.8
2016-08-01,538
2016-09-01,541.2
2016-10-01,543.6
2016-11-01,547.7
2016-12-01,546.9
2017-01-01,555.7
2017-02-01,559.1
2017-03-01,563.6
2017-04-01,562.2
2017-05-01,573.9
2017-06-01,569.8
2017-07-01,570.9
2017-08-01,578.2
2017-09-01,578.6
2017-10-01,583.5
2017-11-01,593.5
2017-12-01,594.2
2018-01-01,602
2018-02-01,602.3
2018-03-01,602.3
2018-04-01,610.2
2018-05-01,609.5
2018-06-01,610.7
2018-07-01,613.4
2018-08-01,620.1
2018-09-01,620.5
2018-10-01,632.6
2018-11-01,625.7
2018-12-01,630.9
2019-01-01,634.8
2019-02-01,633.1
2019-03-01,634.2
2019-04-01,655.5
2019-05-01,652.6
2019-06-01,650.4
2019-07-01,657.2
2019-08-01,659.6
2019-09-01,665.7
2019-10-01,669
2019-11-01,662.5
2019-12-01,678
2020-01-01,678.1
2020-02-01,679.9
2020-03-01,695.7
2020-04-01,991.9
2020-05-01,1064.8
2020-06-01,1146.5
2020-07-01,1196.3
2020-08-01,1195.6
2020-09-01,1150.4
2020-10-01,1182.1
2020-11-01,1256.8
2020-12-01,1330.8
2021-01-01,1390.7
