"Date","M1471AUSM144SNBR"
1933-04-01,10708
1933-05-01,10651
1933-06-01,10855
1933-07-01,11073
1933-08-01,11077
1933-09-01,11090
1933-10-01,11074
1933-11-01,11005
1933-12-01,11048
1934-01-01,11234
1934-02-01,11316
1934-03-01,11492
1934-04-01,11691
1934-05-01,11801
1934-06-01,12005
1934-07-01,12027
1934-08-01,12107
1934-09-01,12073
1934-10-01,12188
1934-11-01,12161
1934-12-01,12287
1935-01-01,12387
1935-02-01,12412
1935-03-01,12558
1935-04-01,12791
1935-05-01,12808
1935-06-01,12850
1935-07-01,12865
1935-08-01,12854
1935-09-01,12971
1935-10-01,13035
1935-11-01,13083
1935-12-01,13306
1936-01-01,13325
1936-02-01,13365
1936-03-01,13385
1936-04-01,13653
1936-05-01,13651
1936-06-01,13711
1936-07-01,13835
1936-08-01,13922
1936-09-01,14000
1936-10-01,14052
1936-11-01,14025
1936-12-01,14128
1937-01-01,14230
1937-02-01,14429
1937-03-01,14381
1937-04-01,14414
1937-05-01,14563
1937-06-01,14608
1937-07-01,14743
1937-08-01,14841
1937-09-01,14968
1937-10-01,14953
1937-11-01,14887
1937-12-01,14875
1938-01-01,14939
1938-02-01,15001
1938-03-01,14899
1938-04-01,14916
1938-05-01,14881
1938-06-01,14927
1938-07-01,14838
1938-08-01,14879
1938-09-01,14816
1938-10-01,14837
1938-11-01,14769
1938-12-01,14847
1939-01-01,14908
1939-02-01,14935
1939-03-01,14978
1939-04-01,15055
1939-05-01,15042
1939-06-01,15095
1939-07-01,15119
1939-08-01,15122
1939-09-01,15091
1939-10-01,15161
1939-11-01,15124
1939-12-01,15239
1940-01-01,15247
1940-02-01,15343
1940-03-01,15475
1940-04-01,15422
1940-05-01,15491
1940-06-01,15565
1940-07-01,15544
1940-08-01,15588
1940-09-01,15639
1940-10-01,15621
1940-11-01,15644
1940-12-01,15765
1941-01-01,15815
1941-02-01,15901
1941-03-01,15945
1941-04-01,16014
1941-05-01,15971
1941-06-01,15947
1941-07-01,15952
1941-08-01,15981
1941-09-01,16018
1941-10-01,16100
1941-11-01,16008
1941-12-01,15928
1942-01-01,15692
1942-02-01,15578
1942-03-01,15448
1942-04-01,15490
1942-05-01,15503
1942-06-01,15616
1942-07-01,15707
1942-08-01,15865
1942-09-01,15988
1942-10-01,16135
1942-11-01,16193
1942-12-01,16262
1943-01-01,16642
1943-02-01,16795
1943-03-01,16857
1943-04-01,17013
1943-05-01,17320
1943-06-01,17534
1943-07-01,17959
1943-08-01,18348
1943-09-01,18308
1943-10-01,18618
1943-11-01,18856
1943-12-01,19140
1944-01-01,19538
1944-02-01,19737
1944-03-01,20075
1944-04-01,20540
1944-05-01,20979
1944-06-01,21244
1944-07-01,21684
1944-08-01,22184
1944-09-01,22729
1944-10-01,23505
1944-11-01,23739
1944-12-01,24210
1945-01-01,24654
1945-02-01,25255
1945-03-01,25788
1945-04-01,26354
1945-05-01,26776
1945-06-01,27204
1945-07-01,27919
1945-08-01,28617
1945-09-01,29217
1945-10-01,29739
1945-11-01,29894
1945-12-01,30247
