"Date","M1476CUSM144NNBR"
1956-08-01,21855
1956-09-01,21880
1956-10-01,21906
1956-11-01,21910
1956-12-01,21942
1957-01-01,21989
1957-02-01,22279
1957-03-01,22305
1957-04-01,22313
1957-05-01,22358
1957-06-01,22621
1957-07-01,22625
1957-08-01,22626
1957-09-01,22627
1957-10-01,22660
1957-11-01,22743
1957-12-01,22769
1958-01-01,22782
1958-02-01,22759
1958-03-01,22548
1958-04-01,22166
1958-05-01,21801
1958-06-01,21490
1958-07-01,21285
1958-08-01,21112
1958-09-01,20940
1958-10-01,20750
1958-11-01,20648
1958-12-01,20563
1959-01-01,20518
1959-02-01,20475
1959-03-01,20448
1959-04-01,20403
1959-05-01,20217
1959-06-01,20030
1959-07-01,19674
1959-08-01,19596
1959-09-01,19514
1959-10-01,19498
1959-11-01,19581
1959-12-01,19482
1960-01-01,19454
1960-02-01,19429
1960-03-01,19410
1960-04-01,19386
1960-05-01,19356
1960-06-01,19343
1960-07-01,19245
1960-08-01,19052
1960-09-01,18870
1960-10-01,18571
1960-11-01,18058
1960-12-01,17954
1961-01-01,17567
1961-02-01,17402
1961-03-01,17330
1961-04-01,17389
1961-05-01,17397
1961-06-01,17540
1961-07-01,17546
1961-08-01,17575
1961-09-01,17446
1961-10-01,17328
1961-11-01,17180
1961-12-01,16929
1962-01-01,16852
1962-02-01,16793
1962-03-01,16707
1962-04-01,16564
1962-05-01,16456
1962-06-01,16434
1962-07-01,16310
1962-08-01,16136
1962-09-01,16079
1962-10-01,16050
1962-11-01,15978
1962-12-01,15978
1963-01-01,15950
1963-02-01,15922
1963-03-01,15878
1963-04-01,15878
1963-05-01,15834
1963-06-01,15785
1963-07-01,15664
1963-08-01,15602
1963-09-01,15582
1963-10-01,15582
1963-11-01,15582
1963-12-01,15562
1964-01-01,15513
1964-02-01,15480
1964-03-01,15462
1964-04-01,15462
1964-05-01,15462
1964-06-01,15462
1964-07-01,15463
1964-08-01,15462
1964-09-01,15462
1964-10-01,15462
1964-11-01,15442
1964-12-01,15388
1965-01-01,15258
1965-02-01,14984
1965-03-01,14687
1965-04-01,14472
1965-05-01,14358
1965-06-01,14277
1965-07-01,13924
1965-08-01,13858
1965-09-01,13858
1965-10-01,13857
1965-11-01,13845
1965-12-01,13799
1966-01-01,13733
1966-02-01,13734
1966-03-01,13700
1966-04-01,13632
1966-05-01,13565
1966-06-01,13500
1966-07-01,13415
1966-08-01,13311
1966-09-01,13258
1966-10-01,13257
1966-11-01,13251
1966-12-01,13158
1967-01-01,13158
1967-02-01,13144
1967-03-01,13108
1967-04-01,13108
1967-05-01,13108
1967-06-01,13108
1967-07-01,13109
1967-08-01,13053
1967-09-01,13007
1967-10-01,13003
1967-11-01,12907
1967-12-01,12436
1968-01-01,11984
1968-02-01,11900
1968-03-01,11096
1968-04-01,10484
1968-05-01,10452
1968-06-01,10369
1968-07-01,10367
1968-08-01,10367
1968-09-01,10367
1968-10-01,10367
1968-11-01,10367
1968-12-01,10367
1969-01-01,10367
1969-02-01,10367
1969-03-01,10367
1969-04-01,10367
1969-05-01,10367
1969-06-01,10367
1969-07-01,10367
1969-08-01,10367
1969-09-01,10367
1969-10-01,10367
1969-11-01,10367
1969-12-01,10367
1970-01-01,11141
1970-02-01,11367
1970-03-01,11367
1970-04-01,11367
1970-05-01,11367
1970-06-01,11367
1970-07-01,11367
1970-08-01,11367
1970-09-01,11300
1970-10-01,11117
1970-11-01,11117
1970-12-01,11105
