"Date","M1472AUSM144SNBR"
1922-12-01,19060
1923-01-01,18968
1923-02-01,18995
1923-03-01,18544
1923-04-01,18794
1923-05-01,18865
1923-06-01,18665
1923-07-01,18652
1923-08-01,18589
1923-09-01,18715
1923-10-01,18852
1923-11-01,18831
1923-12-01,18959
1924-01-01,18864
1924-02-01,18735
1924-03-01,18755
1924-04-01,18862
1924-05-01,19006
1924-06-01,19282
1924-07-01,19614
1924-08-01,19943
1924-09-01,20257
1924-10-01,20312
1924-11-01,20680
1924-12-01,20487
1925-01-01,20794
1925-02-01,20978
1925-03-01,20857
1925-04-01,21011
1925-05-01,21194
1925-06-01,21436
1925-07-01,21525
1925-08-01,22024
1925-09-01,22333
1925-10-01,22292
1925-11-01,22222
1925-12-01,22123
1926-01-01,22136
1926-02-01,22221
1926-03-01,22150
1926-04-01,21865
1926-05-01,22156
1926-06-01,22104
1926-07-01,21833
1926-08-01,21981
1926-09-01,21918
1926-10-01,21711
1926-11-01,21773
1926-12-01,21456
1927-01-01,21535
1927-02-01,21667
1927-03-01,21823
1927-04-01,21709
1927-05-01,22184
1927-06-01,21845
1927-07-01,21866
1927-08-01,22071
1927-09-01,21880
1927-10-01,22025
1927-11-01,22538
1927-12-01,21882
1928-01-01,22312
1928-02-01,22409
1928-03-01,22352
1928-04-01,22701
1928-05-01,22508
1928-06-01,21836
1928-07-01,22094
1928-08-01,21906
1928-09-01,22171
1928-10-01,22390
1928-11-01,22489
1928-12-01,22602
1929-01-01,22281
1929-02-01,22409
1929-03-01,22384
1929-04-01,22480
1929-05-01,22183
1929-06-01,22278
1929-07-01,22796
1929-08-01,22552
1929-09-01,22593
1929-10-01,24432
1929-11-01,21651
1929-12-01,22634
1930-01-01,21925
1930-02-01,22190
1930-03-01,22619
1930-04-01,22265
1930-05-01,21631
1930-06-01,21612
1930-07-01,21731
1930-08-01,21357
1930-09-01,21408
1930-10-01,21392
1930-11-01,21353
1930-12-01,21113
1931-01-01,20743
1931-02-01,20890
1931-03-01,20897
1931-04-01,20353
1931-05-01,19993
1931-06-01,19888
1931-07-01,19744
1931-08-01,19252
1931-09-01,19080
1931-10-01,18173
1931-11-01,17852
1931-12-01,17290
1932-01-01,16611
1932-02-01,16486
1932-03-01,16367
1932-04-01,16131
1932-05-01,15785
1932-06-01,15490
1932-07-01,15104
1932-08-01,15201
1932-09-01,15270
1932-10-01,15393
1932-11-01,15713
1932-12-01,15511
1933-01-01,15648
1933-02-01,14394
1933-03-01,13543
1933-04-01,13837
1933-05-01,14430
1933-06-01,14283
1933-07-01,14201
1933-08-01,14265
1933-09-01,14341
1933-10-01,14510
1933-11-01,14714
1933-12-01,14920
1934-01-01,15229
1934-02-01,15785
1934-03-01,16198
1934-04-01,16324
1934-05-01,16431
1934-06-01,16484
1934-07-01,16930
1934-08-01,17499
1934-09-01,17397
1934-10-01,17967
1934-11-01,18386
1934-12-01,18215
1935-01-01,19027
1935-02-01,19653
1935-03-01,19545
1935-04-01,19878
1935-05-01,20058
1935-06-01,20491
1935-07-01,20747
1935-08-01,22052
1935-09-01,21576
1935-10-01,21876
1935-11-01,22393
1935-12-01,22153
1936-01-01,22138
1936-02-01,22557
1936-03-01,22565
1936-04-01,23132
1936-05-01,23915
1936-06-01,24380
1936-07-01,24567
1936-08-01,24466
1936-09-01,24918
1936-10-01,24842
1936-11-01,25040
1936-12-01,25386
1937-01-01,25133
1937-02-01,25387
1937-03-01,25591
1937-04-01,25456
1937-05-01,25100
1937-06-01,25075
1937-07-01,24972
1937-08-01,24695
1937-09-01,24545
1937-10-01,23974
1937-11-01,23766
1937-12-01,23565
1938-01-01,23825
1938-02-01,24062
1938-03-01,24143
1938-04-01,23988
1938-05-01,23606
1938-06-01,23745
1938-07-01,24026
1938-08-01,24770
1938-09-01,25039
1938-10-01,25391
1938-11-01,25960
1938-12-01,26131
1939-01-01,25986
1939-02-01,25804
1939-03-01,26209
1939-04-01,26401
1939-05-01,26581
1939-06-01,26640
1939-07-01,27475
1939-08-01,28268
1939-09-01,28948
1939-10-01,29298
1939-11-01,30193
1939-12-01,29797
1940-01-01,30249
1940-02-01,30689
1940-03-01,31148
1940-04-01,30951
1940-05-01,31665
1940-06-01,32153
1940-07-01,32562
1940-08-01,32634
1940-09-01,33041
1940-10-01,33596
1940-11-01,34089
1940-12-01,34633
1941-01-01,35214
1941-02-01,36236
1941-03-01,36755
1941-04-01,36841
1941-05-01,37599
1941-06-01,37175
1941-07-01,38208
1941-08-01,38120
1941-09-01,38517
1941-10-01,38251
1941-11-01,38783
1941-12-01,38615
1942-01-01,39620
1942-02-01,40115
1942-03-01,40526
1942-04-01,41497
1942-05-01,42259
1942-06-01,42315
1942-07-01,43826
1942-08-01,44773
1942-09-01,45703
1942-10-01,47385
1942-11-01,47997
1942-12-01,48861
1943-01-01,50297
1943-02-01,52546
1943-03-01,54241
1943-04-01,53073
1943-05-01,53380
1943-06-01,56926
1943-07-01,59121
1943-08-01,62380
1943-09-01,54745
1943-10-01,55607
1943-11-01,58421
1943-12-01,61263
1944-01-01,59453
1944-02-01,60168
1944-03-01,61110
1944-04-01,62317
1944-05-01,63882
1944-06-01,62324
1944-07-01,62788
1944-08-01,64943
1944-09-01,66212
1944-10-01,68266
1944-11-01,70189
1944-12-01,67443
1945-01-01,70077
1945-02-01,71225
1945-03-01,72805
1945-04-01,73304
1945-05-01,73729
1945-06-01,72167
1945-07-01,73478
1945-08-01,74510
1945-09-01,75672
1945-10-01,76326
1945-11-01,77114
1945-12-01,76216
