"Date","OCM2P"
1992-09-01,0.0188
1992-10-01,0.0203
1992-11-01,0.0236
1992-12-01,0.0238
1993-01-01,0.0207
1993-02-01,0.0203
1993-03-01,0.0204
1993-04-01,0.0203
1993-05-01,0.0207
1993-06-01,0.0225
1993-07-01,0.0223
1993-08-01,0.0223
1993-09-01,0.0218
1993-10-01,0.022
1993-11-01,0.0236
1993-12-01,0.0235
1994-01-01,0.0227
1994-02-01,0.0256
1994-03-01,0.0295
1994-04-01,0.032
1994-05-01,0.0359
1994-06-01,0.0347
1994-07-01,0.0367
1994-08-01,0.0368
1994-09-01,0.0373
1994-10-01,0.0399
1994-11-01,0.0416
1994-12-01,0.0459
1995-01-01,0.0452
1995-02-01,0.0421
1995-03-01,0.0409
1995-04-01,0.0398
1995-05-01,0.0388
1995-06-01,0.0376
1995-07-01,0.0363
1995-08-01,0.0366
1995-09-01,0.0361
1995-10-01,0.0366
1995-11-01,0.036
1995-12-01,0.0365
1996-01-01,0.0345
1996-02-01,0.0329
1996-03-01,0.034
1996-04-01,0.0351
1996-05-01,0.0356
1996-06-01,0.0368
1996-07-01,0.0374
1996-08-01,0.0359
1996-09-01,0.0372
1996-10-01,0.0353
1996-11-01,0.0349
1996-12-01,0.0366
1997-01-01,0.0358
1997-02-01,0.0353
1997-03-01,0.0369
1997-04-01,0.0383
1997-05-01,0.0379
1997-06-01,0.037
1997-07-01,0.0363
1997-08-01,0.0362
1997-09-01,0.0361
1997-10-01,0.036
1997-11-01,0.0367
1997-12-01,0.0374
1998-01-01,0.0353
1998-02-01,0.0351
1998-03-01,0.0358
1998-04-01,0.0361
1998-05-01,0.0365
1998-06-01,0.0364
1998-07-01,0.0364
1998-08-01,0.036
1998-09-01,0.0357
1998-10-01,0.034
1998-11-01,0.0348
1998-12-01,0.0374
1999-01-01,0.0327
1999-02-01,0.0335
1999-03-01,0.0339
1999-04-01,0.0337
1999-05-01,0.0346
1999-06-01,0.037
1999-07-01,0.0391
1999-08-01,0.0409
1999-09-01,0.0413
1999-10-01,0.0428
1999-11-01,0.0416
1999-12-01,0.0437
2000-01-01,0.0422
2000-02-01,0.0429
2000-03-01,0.0437
2000-04-01,0.0443
2000-05-01,0.0477
2000-06-01,0.0467
2000-07-01,0.0455
2000-08-01,0.0447
2000-09-01,0.0439
2000-10-01,0.0438
2000-11-01,0.0435
2000-12-01,0.0434
2001-01-01,0.0398
2001-02-01,0.0367
2001-03-01,0.0363
2001-04-01,0.0333
2001-05-01,0.0297
2001-06-01,0.0282
2001-07-01,0.0273
2001-08-01,0.0269
2001-09-01,0.0248
2001-10-01,0.0217
2001-11-01,0.0198
2001-12-01,0.0195
2002-01-01,0.0194
2002-02-01,0.0193
2002-03-01,0.021
2002-04-01,0.0206
2002-05-01,0.0195
2002-06-01,0.0193
2002-07-01,0.0191
2002-08-01,0.0181
2002-09-01,0.0182
2002-10-01,0.0184
2002-11-01,0.0166
2002-12-01,0.0165
2003-01-01,0.0168
2003-02-01,0.0166
2003-03-01,0.0161
2003-04-01,0.016
2003-05-01,0.0162
2003-06-01,0.016
2003-07-01,0.0152
2003-08-01,0.016
2003-09-01,0.016
2003-10-01,0.0161
2003-11-01,0.0164
2003-12-01,0.0164
2004-01-01,0.016
2004-02-01,0.0159
2004-03-01,0.0158
2004-04-01,0.0169
2004-05-01,0.0191
2004-06-01,0.0217
2004-07-01,0.0222
2004-08-01,0.0223
2004-09-01,0.0234
2004-10-01,0.0243
2004-11-01,0.0264
2004-12-01,0.0277
2005-01-01,0.029
2005-02-01,0.0299
2005-03-01,0.0316
2005-04-01,0.0319
2005-05-01,0.0324
2005-06-01,0.0333
2005-07-01,0.035
2005-08-01,0.0363
2005-09-01,0.0362
2005-10-01,0.0386
2005-11-01,0.0401
2005-12-01,0.0407
2006-01-01,0.0411
2006-02-01,0.0424
2006-03-01,0.0432
2006-04-01,0.0441
2006-05-01,0.0446
2006-06-01,0.0462
2006-07-01,0.0465
2006-08-01,0.0452
2006-09-01,0.0445
2006-10-01,0.0444
2006-11-01,0.0442
2006-12-01,0.0442
2007-01-01,0.0444
2007-02-01,0.0444
2007-03-01,0.0439
2007-04-01,0.0439
2007-05-01,0.0441
2007-06-01,0.0443
2007-07-01,0.044
2007-08-01,0.0454
2007-09-01,0.0454
2007-10-01,0.0426
2007-11-01,0.042
2007-12-01,0.044
2008-01-01,0.0336
2008-02-01,0.029
2008-03-01,0.0276
2008-04-01,0.0303
2008-05-01,0.0295
2008-06-01,0.0318
2008-07-01,0.032
2008-08-01,0.0328
2008-09-01,0.0397
2008-10-01,0.05
2008-11-01,0.0376
2008-12-01,0.0312
2009-01-01,0.0274
2009-02-01,0.0291
2009-03-01,0.0281
2009-04-01,0.0271
2009-05-01,0.0248
2009-06-01,0.0209
2009-07-01,0.0181
2009-08-01,0.0164
2009-09-01,0.0151
2009-10-01,0.0149
2009-11-01,0.0147
2009-12-01,0.0147
2010-01-01,0.0147
2010-02-01,0.0145
2010-03-01,0.0142
2010-04-01,0.0141
2010-05-01,0.0146
2010-06-01,0.0153
2010-07-01,0.0151
2010-08-01,0.0144
2010-09-01,0.0142
2010-10-01,0.0141
2010-11-01,0.0141
2010-12-01,0.0137
2011-01-01,0.0137
2011-02-01,0.0137
2011-03-01,0.0138
2011-04-01,0.0136
2011-05-01,0.0136
2011-06-01,0.0135
2011-07-01,0.0134
2011-08-01,0.0135
2011-09-01,0.0142
2011-10-01,0.015
2011-11-01,0.0152
2011-12-01,0.0154
2012-01-01,0.0154
2012-02-01,0.0151
2012-03-01,0.0148
2012-04-01,0.0147
2012-05-01,0.0146
2012-06-01,0.0146
2012-07-01,0.0147
2012-08-01,0.0147
2012-09-01,0.0143
2012-10-01,0.0141
2012-11-01,0.0141
2012-12-01,0.0139
2013-01-01,0.0134
2013-02-01,0.0131
2013-03-01,0.0129
2013-04-01,0.0128
2013-05-01,0.0127
2013-06-01,0.0127
2013-07-01,0.0127
2013-08-01,0.0127
2013-09-01,0.0127
2013-10-01,0.0127
2013-11-01,0.0126
2013-12-01,0.0126
