"Date","M14168USM144SNBR"
1931-01-01,12920
1931-02-01,13116
1931-03-01,13081
1931-04-01,13235
1931-05-01,13135
1931-06-01,12876
1931-07-01,12771
1931-08-01,12606
1931-09-01,12207
1931-10-01,11484
1931-11-01,11130
1931-12-01,10705
1932-01-01,10429
1932-02-01,10287
1932-03-01,10220
1932-04-01,10184
1932-05-01,10103
1932-06-01,9864
1932-07-01,9899
1932-08-01,9849
1932-09-01,9805
1932-10-01,9874
1932-11-01,9778
1932-12-01,9716
1933-01-01,9641
1933-02-01,9007
1933-03-01,7789
1933-04-01,7840
1933-05-01,7810
1933-06-01,8019
1933-07-01,8228
1933-08-01,8240
1933-09-01,8258
1933-10-01,8269
1933-11-01,8235
1933-12-01,8290
1934-01-01,8437
1934-02-01,8512
1934-03-01,8661
1934-04-01,8818
1934-05-01,8893
1934-06-01,9061
1934-07-01,9093
1934-08-01,9188
1934-09-01,9179
1934-10-01,9271
1934-11-01,9197
1934-12-01,9272
1935-01-01,9392
1935-02-01,9452
1935-03-01,9556
1935-04-01,9730
1935-05-01,9696
1935-06-01,9688
1935-07-01,9702
1935-08-01,9708
1935-09-01,9846
1935-10-01,9916
1935-11-01,9906
1935-12-01,10038
1936-01-01,10041
1936-02-01,10085
1936-03-01,10103
1936-04-01,10369
1936-05-01,10358
1936-06-01,10391
1936-07-01,10480
1936-08-01,10545
1936-09-01,10611
1936-10-01,10648
1936-11-01,10613
1936-12-01,10699
1937-01-01,10780
1937-02-01,10971
1937-03-01,10918
1937-04-01,10932
1937-05-01,11061
1937-06-01,11082
1937-07-01,11183
1937-08-01,11235
1937-09-01,11325
1937-10-01,11298
1937-11-01,11240
1937-12-01,11219
1938-01-01,11288
1938-02-01,11370
1938-03-01,11279
1938-04-01,11304
1938-05-01,11270
1938-06-01,11315
1938-07-01,11234
1938-08-01,11281
1938-09-01,11228
1938-10-01,11246
1938-11-01,11182
1938-12-01,11252
1939-01-01,11315
1939-02-01,11349
1939-03-01,11396
1939-04-01,11461
1939-05-01,11441
1939-06-01,11473
1939-07-01,11505
1939-08-01,11519
1939-09-01,11499
1939-10-01,11549
1939-11-01,11507
1939-12-01,11627
1940-01-01,11621
1940-02-01,11701
1940-03-01,11823
1940-04-01,11751
1940-05-01,11805
1940-06-01,11862
1940-07-01,11845
1940-08-01,11890
1940-09-01,11947
1940-10-01,11932
1940-11-01,11971
1940-12-01,12101
1941-01-01,12113
1941-02-01,12180
1941-03-01,12206
1941-04-01,12285
1941-05-01,12261
1941-06-01,12273
1941-07-01,12285
1941-08-01,12326
1941-09-01,12358
1941-10-01,12414
1941-11-01,12327
1941-12-01,12276
1942-01-01,12083
1942-02-01,11998
1942-03-01,11897
1942-04-01,11948
1942-05-01,11949
1942-06-01,12037
1942-07-01,12106
1942-08-01,12247
1942-09-01,12347
1942-10-01,12468
1942-11-01,12528
1942-12-01,12593
1943-01-01,12943
1943-02-01,13075
1943-03-01,13110
1943-04-01,13239
1943-05-01,13506
1943-06-01,13654
1943-07-01,14025
1943-08-01,14369
1943-09-01,14311
1943-10-01,14610
1943-11-01,14771
1943-12-01,15038
1944-01-01,15375
1944-02-01,15533
1944-03-01,15798
1944-04-01,16182
1944-05-01,16542
1944-06-01,16750
1944-07-01,17133
1944-08-01,17535
1944-09-01,17977
1944-10-01,18661
1944-11-01,18837
1944-12-01,19250
1945-01-01,19563
1945-02-01,20054
1945-03-01,20463
1945-04-01,20936
1945-05-01,21274
1945-06-01,21608
1945-07-01,22202
1945-08-01,22767
1945-09-01,23260
1945-10-01,23694
1945-11-01,23821
1945-12-01,24137
