"Date","MYAGM2USM052S"
1989-08-01,3.0801e+12
1989-09-01,3.0985e+12
1989-10-01,3.1203e+12
1989-11-01,3.1392e+12
1989-12-01,3.1584e+12
1990-01-01,3.1723e+12
1990-02-01,3.1847e+12
1990-03-01,3.1956e+12
1990-04-01,3.2071e+12
1990-05-01,3.2058e+12
1990-06-01,3.2187e+12
1990-07-01,3.2291e+12
1990-08-01,3.2465e+12
1990-09-01,3.2591e+12
1990-10-01,3.2638e+12
1990-11-01,3.2671e+12
1990-12-01,3.2762e+12
1991-01-01,3.2921e+12
1991-02-01,3.3089e+12
1991-03-01,3.3263e+12
1991-04-01,3.337e+12
1991-05-01,3.3477e+12
1991-06-01,3.3566e+12
1991-07-01,3.3602e+12
1991-08-01,3.359e+12
1991-09-01,3.3589e+12
1991-10-01,3.3641e+12
1991-11-01,3.3696e+12
1991-12-01,3.3763e+12
1992-01-01,3.3849e+12
1992-02-01,3.4039e+12
1992-03-01,3.4077e+12
1992-04-01,3.4034e+12
1992-05-01,3.4023e+12
1992-06-01,3.3972e+12
1992-07-01,3.3974e+12
1992-08-01,3.4023e+12
1992-09-01,3.414e+12
1992-10-01,3.4275e+12
1992-11-01,3.4301e+12
1992-12-01,3.4287e+12
1993-01-01,3.4231e+12
1993-02-01,3.419e+12
1993-03-01,3.4163e+12
1993-04-01,3.4156e+12
1993-05-01,3.4409e+12
1993-06-01,3.4469e+12
1993-07-01,3.4463e+12
1993-08-01,3.4501e+12
1993-09-01,3.4567e+12
1993-10-01,3.4611e+12
1993-11-01,3.4746e+12
1993-12-01,3.4791e+12
1994-01-01,3.4796e+12
1994-02-01,3.4806e+12
1994-03-01,3.4859e+12
1994-04-01,3.4891e+12
1994-05-01,3.4986e+12
1994-06-01,3.4872e+12
1994-07-01,3.4958e+12
1994-08-01,3.4929e+12
1994-09-01,3.493e+12
1994-10-01,3.4914e+12
1994-11-01,3.4945e+12
1994-12-01,3.4934e+12
1995-01-01,3.4988e+12
1995-02-01,3.4961e+12
1995-03-01,3.4973e+12
1995-04-01,3.5054e+12
1995-05-01,3.5304e+12
1995-06-01,3.5559e+12
1995-07-01,3.5745e+12
1995-08-01,3.5964e+12
1995-09-01,3.6094e+12
1995-10-01,3.6204e+12
1995-11-01,3.6275e+12
1995-12-01,3.6371e+12
1996-01-01,3.6553e+12
1996-02-01,3.6692e+12
1996-03-01,3.6952e+12
1996-04-01,3.706e+12
1996-05-01,3.7169e+12
1996-06-01,3.7304e+12
1996-07-01,3.7452e+12
1996-08-01,3.7522e+12
1996-09-01,3.7608e+12
1996-10-01,3.7774e+12
1996-11-01,3.7947e+12
1996-12-01,3.8166e+12
1997-01-01,3.8316e+12
1997-02-01,3.8425e+12
1997-03-01,3.8565e+12
1997-04-01,3.874e+12
1997-05-01,3.8863e+12
1997-06-01,3.9012e+12
1997-07-01,3.9232e+12
1997-08-01,3.9516e+12
1997-09-01,3.9718e+12
1997-10-01,3.9885e+12
1997-11-01,4.0099e+12
1997-12-01,4.0315e+12
1998-01-01,4.0544e+12
1998-02-01,4.0855e+12
1998-03-01,4.1106e+12
1998-04-01,4.1346e+12
1998-05-01,4.1564e+12
1998-06-01,4.1822e+12
1998-07-01,4.1988e+12
1998-08-01,4.2218e+12
1998-09-01,4.2648e+12
1998-10-01,4.3033e+12
1998-11-01,4.34e+12
1998-12-01,4.3734e+12
1999-01-01,4.3943e+12
1999-02-01,4.4209e+12
1999-03-01,4.4321e+12
1999-04-01,4.4598e+12
1999-05-01,4.4782e+12
1999-06-01,4.5025e+12
1999-07-01,4.5274e+12
1999-08-01,4.5473e+12
1999-09-01,4.563e+12
1999-10-01,4.5815e+12
1999-11-01,4.6082e+12
1999-12-01,4.6329e+12
2000-01-01,4.6585e+12
2000-02-01,4.6749e+12
2000-03-01,4.7041e+12
2000-04-01,4.7545e+12
2000-05-01,4.7486e+12
2000-06-01,4.7637e+12
2000-07-01,4.7774e+12
2000-08-01,4.8123e+12
2000-09-01,4.843e+12
2000-10-01,4.8608e+12
2000-11-01,4.872e+12
2000-12-01,4.9132e+12
2001-01-01,4.9688e+12
2001-02-01,5.0056e+12
2001-03-01,5.0653e+12
2001-04-01,5.1266e+12
2001-05-01,5.1304e+12
2001-06-01,5.1689e+12
2001-07-01,5.202e+12
2001-08-01,5.2341e+12
2001-09-01,5.3431e+12
2001-10-01,5.3357e+12
2001-11-01,5.3793e+12
2001-12-01,5.4315e+12
2002-01-01,5.4618e+12
2002-02-01,5.4886e+12
2002-03-01,5.4959e+12
2002-04-01,5.5014e+12
2002-05-01,5.5236e+12
2002-06-01,5.5454e+12
2002-07-01,5.5944e+12
2002-08-01,5.6316e+12
2002-09-01,5.6548e+12
2002-10-01,5.7074e+12
2002-11-01,5.7507e+12
2002-12-01,5.7764e+12
2003-01-01,5.8056e+12
2003-02-01,5.8409e+12
2003-03-01,5.8553e+12
2003-04-01,5.8998e+12
2003-05-01,5.9549e+12
2003-06-01,5.9928e+12
2003-07-01,6.0479e+12
2003-08-01,6.0912e+12
2003-09-01,6.0726e+12
2003-10-01,6.0596e+12
2003-11-01,6.0585e+12
2003-12-01,6.0649e+12
2004-01-01,6.0695e+12
2004-02-01,6.1066e+12
2004-03-01,6.1452e+12
2004-04-01,6.1882e+12
2004-05-01,6.2539e+12
2004-06-01,6.2662e+12
2004-07-01,6.2754e+12
2004-08-01,6.2969e+12
2004-09-01,6.3348e+12
2004-10-01,6.3565e+12
2004-11-01,6.3933e+12
2004-12-01,6.4086e+12
2005-01-01,6.408e+12
2005-02-01,6.4231e+12
2005-03-01,6.4368e+12
2005-04-01,6.4451e+12
2005-05-01,6.4603e+12
2005-06-01,6.4975e+12
2005-07-01,6.5227e+12
2005-08-01,6.5559e+12
2005-09-01,6.5929e+12
2005-10-01,6.6224e+12
2005-11-01,6.6476e+12
2005-12-01,6.6744e+12
2006-01-01,6.7141e+12
2006-02-01,6.7406e+12
2006-03-01,6.7526e+12
2006-04-01,6.7852e+12
2006-05-01,6.7984e+12
2006-06-01,6.8349e+12
2006-07-01,6.8695e+12
2006-08-01,6.901e+12
2006-09-01,6.9275e+12
2006-10-01,6.9845e+12
2006-11-01,7.0241e+12
2006-12-01,7.066e+12
2007-01-01,7.1054e+12
2007-02-01,7.1236e+12
2007-03-01,7.1535e+12
2007-04-01,7.2223e+12
2007-05-01,7.2459e+12
2007-06-01,7.2704e+12
2007-07-01,7.3056e+12
2007-08-01,7.3704e+12
2007-09-01,7.4024e+12
2007-10-01,7.433e+12
2007-11-01,7.4635e+12
2007-12-01,7.4947e+12
2008-01-01,7.529e+12
2008-02-01,7.6177e+12
2008-03-01,7.6755e+12
2008-04-01,7.7249e+12
2008-05-01,7.7334e+12
2008-06-01,7.7454e+12
2008-07-01,7.8034e+12
2008-08-01,7.7913e+12
2008-09-01,7.8918e+12
2008-10-01,8.0045e+12
2008-11-01,8.054e+12
2008-12-01,8.2484e+12
2009-01-01,8.3112e+12
2009-02-01,8.3505e+12
2009-03-01,8.4016e+12
2009-04-01,8.3923e+12
2009-05-01,8.4339e+12
2009-06-01,8.4547e+12
2009-07-01,8.4545e+12
2009-08-01,8.4303e+12
2009-09-01,8.4539e+12
2009-10-01,8.4843e+12
2009-11-01,8.5138e+12
2009-12-01,8.5306e+12
2010-01-01,8.4658e+12
2010-02-01,8.5336e+12
2010-03-01,8.5117e+12
2010-04-01,8.5224e+12
2010-05-01,8.5619e+12
2010-06-01,8.5911e+12
2010-07-01,8.6071e+12
2010-08-01,8.6526e+12
2010-09-01,8.7003e+12
2010-10-01,8.7408e+12
2010-11-01,8.7789e+12
2010-12-01,8.8122e+12
2011-01-01,8.8368e+12
2011-02-01,8.8982e+12
2011-03-01,8.9263e+12
2011-04-01,8.9581e+12
2011-05-01,9.0461e+12
2011-06-01,9.094e+12
2011-07-01,9.2671e+12
2011-08-01,9.4583e+12
2011-09-01,9.4782e+12
2011-10-01,9.5255e+12
2011-11-01,9.5733e+12
2011-12-01,9.6394e+12
2012-01-01,9.7134e+12
2012-02-01,9.7489e+12
2012-03-01,9.7853e+12
2012-04-01,9.8298e+12
2012-05-01,9.8713e+12
2012-06-01,9.9219e+12
2012-07-01,1.0021e+13
2012-08-01,1.00938e+13
2012-09-01,1.01691e+13
2012-10-01,1.02549e+13
2012-11-01,1.03069e+13
2012-12-01,1.04171e+13
2013-01-01,1.04596e+13
2013-02-01,1.04394e+13
2013-03-01,1.04838e+13
2013-04-01,1.05412e+13
2013-05-01,1.05908e+13
2013-06-01,1.0639e+13
2013-07-01,1.07022e+13
2013-08-01,1.07562e+13
2013-09-01,1.08022e+13
2013-10-01,1.09001e+13
2013-11-01,1.09295e+13
2013-12-01,1.09869e+13
2014-01-01,1.10353e+13
2014-02-01,1.11004e+13
2014-03-01,1.1155e+13
2014-04-01,1.12138e+13
2014-05-01,1.12833e+13
2014-06-01,1.13368e+13
2014-07-01,1.14035e+13
2014-08-01,1.14402e+13
2014-09-01,1.1478e+13
2014-10-01,1.153e+13
2014-11-01,1.15681e+13
2014-12-01,1.16379e+13
2015-01-01,1.17049e+13
2015-02-01,1.18015e+13
2015-03-01,1.18364e+13
2015-04-01,1.18894e+13
2015-05-01,1.19278e+13
2015-06-01,1.19753e+13
2015-07-01,1.20361e+13
2015-08-01,1.21004e+13
2015-09-01,1.21577e+13
2015-10-01,1.21807e+13
2015-11-01,1.22663e+13
2015-12-01,1.23135e+13
2016-01-01,1.24365e+13
2016-02-01,1.24852e+13
2016-03-01,1.25729e+13
2016-04-01,1.26542e+13
2016-05-01,1.27288e+13
2016-06-01,1.28037e+13
2016-07-01,1.28722e+13
2016-08-01,1.29554e+13
2016-09-01,1.30156e+13
2016-10-01,1.30706e+13
2016-11-01,1.31479e+13
2016-12-01,1.31809e+13
2017-01-01,1.32605e+13
2017-02-01,1.32993e+13
2017-03-01,1.33805e+13
