"Date","TRESEGUSM194N"
1969-03-01,4922400000
1969-04-01,5011600000
1969-05-01,4916900000
1969-06-01,4904100000
1969-07-01,4791800000
1969-08-01,5041100000
1969-09-01,5579200000
1969-10-01,5125800000
1969-11-01,4829300000
1969-12-01,5104600000
1970-01-01,5514530000
1970-02-01,5763630000
1970-03-01,5447630000
1970-04-01,5016710000
1970-05-01,4264890000
1970-06-01,4439290000
1970-07-01,4131390000
1970-08-01,3978790000
1970-09-01,4033690000
1970-10-01,3624890000
1970-11-01,3412290000
1970-12-01,3414890000
1971-01-01,3658990000
1971-02-01,3494790000
1971-03-01,3378590000
1971-04-01,3382130000
1971-05-01,3242510000
1971-06-01,2996910000
1971-07-01,2829510000
1971-08-01,1918810000
1971-09-01,1923210000
1971-10-01,1938900000
1971-11-01,1924300000
1971-12-01,1942093999.72
1972-01-01,2650809799.724
1972-02-01,2646009799.724
1972-03-01,2591062599.788
1972-04-01,2588800449.571
1972-05-01,2629152449.531
1972-06-01,2623699849.543
1972-07-01,2394353149.797
1972-08-01,2427105699.766
1972-09-01,2514279149.677
1972-10-01,2602394699.586
1972-11-01,2596763149.597
1972-12-01,2453053049.759
1973-01-01,2363726999.86
1973-02-01,2245311599.992
1973-03-01,2250111599.992
1973-04-01,2226381599.992
1973-05-01,2236413199.984
1973-06-01,2234981599.992
1973-07-01,2238881599.992
1973-08-01,2243481599.992
1973-09-01,2247281599.992
1973-10-01,2250981599.992
1973-11-01,2255381599.992
1973-12-01,2259681599.992
1974-01-01,2415058049.941
1974-02-01,2479518599.932
1974-03-01,2434010549.991
1974-04-01,2478580549.991
1974-05-01,2667130699.934
1974-06-01,2730741299.906
1974-07-01,2709895359.988
1974-08-01,3214714079.776
1974-09-01,3572643019.754
1974-10-01,3546018539.807
1974-11-01,3469348079.957
1974-12-01,3456403799.995
1975-01-01,3481334339.998
1975-02-01,3579306819.998
1975-03-01,3716150779.981
1975-04-01,3675291039.998
1975-05-01,3737388159.996
1975-06-01,3737799749.975
1975-07-01,3749459279.998
1975-08-01,3805968879.972
1975-09-01,4030600769.753
1975-10-01,4190245289.587
1975-11-01,4263775079.577
1975-12-01,3952387599.92
1976-01-01,4298171459.667
1976-02-01,4331616479.704
1976-03-01,4619956509.429
1976-04-01,5074211439.064
1976-05-01,5565333959.062
1976-06-01,6001693448.635
1976-07-01,5795802959.136
1976-08-01,6072678099.155
1976-09-01,6350335358.961
1976-10-01,6421567318.934
1976-11-01,6799466198.854
1976-12-01,6153217199.68
1977-01-01,6447315319.628
1977-02-01,6456630479.738
1977-03-01,6437952089.739
1977-04-01,6203445579.894
1977-05-01,6487802649.905
1977-06-01,6431031159.908
1977-07-01,6205170749.945
1977-08-01,6366846849.945
1977-09-01,6300174249.935
1977-10-01,6262264279.982
1977-11-01,6335150319.984
1977-12-01,6250448319.982
1978-01-01,6367102079.827
1978-02-01,6240263419.982
1978-03-01,6043079599.92
1978-04-01,5810925199.933
1978-05-01,5941067569.859
1978-06-01,5774747839.916
1978-07-01,5666581479.898
1978-08-01,5589818699.977
1978-09-01,5606215599.974
1978-10-01,5397230759.964
1978-11-01,4971250636.296
1978-12-01,5357174915.626
1979-01-01,6905684094.802
1979-02-01,6785399195.044
1979-03-01,7910140003.609
1979-04-01,7845581633.714
1979-05-01,8625362952.872
1979-06-01,7702532333.929
1979-07-01,6731444445.135
1979-08-01,6757320995.18
1979-09-01,5561983876.676
1979-10-01,5305818747.075
1979-11-01,6248116995.854
1979-12-01,5908931766.193
1980-01-01,7461460845.305
1980-02-01,7451083995.408
1980-03-01,8247403834.584
1980-04-01,8088750344.319
1980-05-01,8194347514.156
1980-06-01,8132842274.396
1980-07-01,8134656194.579
1980-08-01,8758104334.054
1980-09-01,9011008753.846
1980-10-01,9924802972.806
1980-11-01,11365906091.265
1980-12-01,12228174029.866
1981-01-01,13789782489.338
1981-02-01,15144278998.217
1981-03-01,15673741038.105
1981-04-01,15467274308.749
1981-05-01,15588766399.101
1981-06-01,16016091599.249
1981-07-01,15713663450.158
1981-08-01,15989238029.969
1981-09-01,16218113489.95
1981-10-01,16588197469.589
1981-11-01,16811230069.268
1981-12-01,16257944350.226
1982-01-01,16506070790.466
1982-02-01,16781412390.724
1982-03-01,16884086390.879
1982-04-01,18064353259.913
1982-05-01,17583261590.854
1982-06-01,17873704441.001
1982-07-01,18384773670.899
1982-08-01,18543567270.949
1982-09-01,18505900191.37
1982-10-01,19356199540.605
1982-11-01,21173869509.256
1982-12-01,20677364349.788
1983-01-01,20977820690.51
1983-02-01,21187535670.784
1983-03-01,21436269061.399
1983-04-01,21301919441.435
1983-05-01,21162116992.15
1983-06-01,21290391072.146
1983-07-01,21069258292.729
1983-08-01,20577986093.343
1983-09-01,20758546413.089
1983-10-01,20907686073.048
1983-11-01,21447140033.086
1983-12-01,21611968343.711
1984-01-01,22017133843.705
1984-02-01,22357790553.323
1984-03-01,22424040383.183
1984-04-01,22421189993.406
1984-05-01,22670357493.57
1984-06-01,22737771170
1984-07-01,22986059249.9999
1984-08-01,23275041600
1984-09-01,23233046000
1984-10-01,23562788253.683
1984-11-01,23885932510
1984-12-01,24319064633.344
1985-01-01,23881925493.73
1985-02-01,24159902299.9999
1985-03-01,24614730792.959
1985-04-01,24619456590
1985-05-01,24866381800
1985-06-01,25040300040
1985-07-01,25045032840
1985-08-01,25173290960.0001
1985-09-01,25678667030
1985-10-01,28523035720
1985-11-01,29053422280
1985-12-01,29219672400
1986-01-01,29323240459.9999
1986-02-01,29774283110
1986-03-01,29719431450.0001
1986-04-01,30104752940.0001
1986-05-01,29886119600
1986-06-01,30155979090
1986-07-01,30195074749
1986-08-01,30721489800.0001
1986-09-01,30494668320
1986-10-01,30357467340
1986-11-01,30368128400
1986-12-01,30618529840
1987-01-01,30234469799.9999
1987-02-01,30276278180
1987-03-01,29357596360
1987-04-01,27188756140
1987-05-01,27081659500
1987-06-01,26658808920
1987-07-01,26238049360
1987-08-01,26947515920
1987-09-01,26566558530
1987-10-01,26580675750
1987-11-01,25984322810
1987-12-01,24473990320
1988-01-01,23335755120
1988-02-01,23512726250
1988-03-01,23155220570
1988-04-01,22877863750
1988-05-01,22629603280
1988-06-01,22863159000
1988-07-01,25309203920
1988-08-01,28503546930
1988-09-01,28461154400
1988-10-01,29082362970
1988-11-01,27726504390
1988-12-01,27305318930
1989-01-01,28326573680
1989-02-01,28991326319.9999
1989-03-01,30009293860
1989-04-01,30287743110
1989-05-01,35284349399.9999
1989-06-01,39666229440.0001
1989-07-01,40696136700
1989-08-01,41152670990.0001
1989-09-01,44813519600
1989-10-01,46756564160.0001
1989-11-01,47758862139.9999
1989-12-01,48357457940
1990-01-01,48617800540
1990-02-01,47929801329.9999
1990-03-01,50154925759.9999
1990-04-01,50076424409.9999
1990-05-01,50276618569.9999
1990-06-01,50030395840.0001
1990-07-01,48945932820
1990-08-01,48952086220.0001
1990-09-01,49521013400.0001
1990-10-01,50177002000.0001
1990-11-01,50464362300
1990-12-01,50791021630
1991-01-01,51542375779.9999
1991-02-01,50502384959.9999
1991-03-01,49724264820.0001
1991-04-01,50148018560.0001
1991-05-01,50122084600
1991-06-01,48594085599.9999
1991-07-01,47791607680.0001
1991-08-01,46711243649.9999
1991-09-01,46541943000
1991-10-01,46431266459.9999
1991-11-01,46057866080.0001
1991-12-01,46602370060
1992-01-01,46380701050
1992-02-01,46368638239.9999
1992-03-01,46364331000.0001
1992-04-01,46472145419.9999
1992-05-01,45498296800
1992-06-01,46139170150.0001
1992-07-01,45916940960
1992-08-01,45463220199.9999
1992-09-01,45807807839.9999
1992-10-01,44914502750.0001
1992-11-01,44361294864
1992-12-01,43830886349.9999
1993-01-01,44075509300
1993-02-01,44903452800
1993-03-01,45305263850
1993-04-01,45377917974
1993-05-01,45963752704.3839
1993-06-01,44821664076.8001
1993-07-01,45359138364.11
1993-08-01,45591489365.1981
1993-09-01,45669665391.4019
1993-10-01,45582559829.7255
1993-11-01,45515766099.4623
1993-12-01,45395003685.703
1994-01-01,45767536647.72
1994-02-01,46246527385.03
1994-03-01,46550753220.608
1994-04-01,46090377738.5011
1994-05-01,44709195266.4501
1994-06-01,44656598800.7039
1994-07-01,44615288244.9039
1994-08-01,44681634113.2501
1994-09-01,44622365524.9661
1994-10-01,45211765899.43
1994-11-01,43211604445.2319
1994-12-01,43349791683.753
1995-01-01,44001830993.5679
1995-02-01,47102207020.2129
1995-03-01,48515857417.973
1995-04-01,49395652010.645
1995-05-01,50443195566.3201
1995-06-01,50364146587.5969
1995-07-01,51606064848.8639
1995-08-01,50650387912.2999
1995-09-01,50521255448.4499
1995-10-01,50297947585.9519
1995-11-01,50268072355.7599
1995-12-01,50307544944.4239
1996-01-01,49366876143.7861
1996-02-01,49851911352.352
1996-03-01,50067324724.31
1996-04-01,50107641712.802
1996-05-01,50213872985.2881
1996-06-01,50164586133.9211
1996-07-01,50526494095.14
1996-08-01,45093509428.697
1996-09-01,44783655577.7421
1996-10-01,44604109312.8021
1996-11-01,44531554955.6749
1996-12-01,44535971934.344
1997-01-01,40978910168.8981
1997-02-01,40745926800.547
1997-03-01,40501892203.0629
1997-04-01,40147393481.9841
1997-05-01,40956213888.054
1997-06-01,40891731085.7581
1997-07-01,40533373089.4459
1997-08-01,40768534252.236
1997-09-01,41090897267.8459
1997-10-01,41186596647.658
1997-11-01,41167160252.287
1997-12-01,43658997811.0001
1998-01-01,43822445464.0559
1998-02-01,44126568653.712
1998-03-01,43644209802.828
1998-04-01,44020344467
1998-05-01,44687896901.0761
1998-06-01,45146593076.8641
1998-07-01,46043907746.2741
1998-08-01,46563517977.0001
1998-09-01,47130794231.9999
1998-10-01,48384323739.0001
1998-11-01,48285337045.9999
1998-12-01,50222664895.4801
1999-01-01,50101013138.182
1999-02-01,47067653831.62
1999-03-01,46625722017
1999-04-01,46361970023.4631
1999-05-01,45459812967
1999-06-01,45395746316.0001
1999-07-01,45635993937.756
1999-08-01,44970666314.3985
1999-09-01,44942494652.8311
1999-10-01,45034841558.4801
1999-11-01,44733886169.3061
1999-12-01,44079466767.4605
2000-01-01,43499704831.42
2000-02-01,43501593427.6801
2000-03-01,44355342233.5
2000-04-01,42113142450.28
2000-05-01,42508347386.8389
2000-06-01,42555900312.5506
2000-07-01,42236593036.4892
2000-08-01,41605445774.5999
2000-09-01,42538454424.3323
2000-10-01,42374477114.6164
2000-11-01,42494450872.7204
2000-12-01,43441582253.752
2001-01-01,43532501799.0001
2001-02-01,42894073584.943
2001-03-01,42180849613.9999
2001-04-01,42412082514.0001
2001-05-01,43221409764.3241
2001-06-01,43193016046.4431
2001-07-01,43449942128
2001-08-01,44098139785.272
2001-09-01,46471499440.0001
2001-10-01,45898441431.9999
2001-11-01,45899456272.9999
2001-12-01,45860038949.9999
2002-01-01,45479779519
2002-02-01,45354275871.0001
2002-03-01,45335493150.9999
2002-04-01,44805326014
2002-05-01,45352583094
2002-06-01,47842116618
2002-07-01,48173971300.0001
2002-08-01,48613895824.0001
2002-09-01,49004584367
2002-10-01,48771201706
2002-11-01,48810990684.0001
2002-12-01,49989890215.0001
2003-01-01,48956838814.0001
2003-02-01,49266517452.8445
2003-03-01,50230627644.1597
2003-04-01,50120053931.8963
2003-05-01,50172656490.7549
2003-06-01,50409490774.9485
2003-07-01,49981735546.4827
2003-08-01,50374795072.8369
2003-09-01,51328477029.3732
2003-10-01,51060573743.4757
2003-11-01,51304018857.8493
2003-12-01,50400786880.8673
2004-01-01,50098636547.949
2004-02-01,49792401647.8658
2004-03-01,50081751175.4447
2004-04-01,48934892146.4909
2004-05-01,48854639503.983
2004-06-01,48838499958.4417
2004-07-01,48245927374.7789
2004-08-01,48988646915.2893
2004-09-01,48696475902.9406
2004-10-01,48832079763.9633
2004-11-01,49259997174.4898
2004-12-01,48866472236.0293
2005-01-01,46250894712.5852
2005-02-01,45122053540.8585
2005-03-01,44943054790.0181
2005-04-01,45151002416.029
2005-05-01,45222878170.1178
2005-06-01,45003362023.8028
2005-07-01,43791792539.2366
2005-08-01,41924099882.5422
2005-09-01,41554867422.2125
2005-10-01,40930654324.4047
2005-11-01,40538313318.1522
2005-12-01,37840212597.9209
2006-01-01,37740204384.9981
2006-02-01,37853389957.5987
2006-03-01,37693720503.3039
2006-04-01,37935328921.1121
2006-05-01,37511732303.2223
2006-06-01,38457561869.2695
2006-07-01,38088205111.6893
2006-08-01,37328727073.7893
2006-09-01,37372608211.6566
2006-10-01,36855370065.6491
2006-11-01,36919073039.0885
2006-12-01,36462248215.6109
2007-01-01,36252856065.235
2007-02-01,36578693198.8564
2007-03-01,36756771613.2217
2007-04-01,36530039261.3237
2007-05-01,36332874124.2181
2007-06-01,36346728376.6445
2007-07-01,36564294048.9838
2007-08-01,36843430097.0856
2007-09-01,37278330701.9676
2007-10-01,37270794002.5014
2007-11-01,37684376530.8899
2007-12-01,37667649859.7214
2008-01-01,38222850575.6133
2008-02-01,38721415838.9551
2008-03-01,39357325657.5833
2008-04-01,39001940325.9039
2008-05-01,39568964077.2532
2008-06-01,39604552020.5625
2008-07-01,39355613726.5797
2008-08-01,39187398854.6673
2008-09-01,39039362605.3107
2008-10-01,39455782667.4078
2008-11-01,41894258587.6449
2008-12-01,43243732819.0445
2009-01-01,43113845085.8486
2009-02-01,42360126181.3084
2009-03-01,42751388491.8656
2009-04-01,42777540915.9349
2009-05-01,45668277306.2448
2009-06-01,45384849677.2282
2009-07-01,46281335006.8719
2009-08-01,73946594157.4389
2009-09-01,77794074399.2856
2009-10-01,77772029983.3551
2009-11-01,76996860403.8927
2009-12-01,76366394170.3151
2010-01-01,76515118800.5065
2010-02-01,77158407305.5715
2010-03-01,76720169786.2783
2010-04-01,76394056045.4456
2010-05-01,76735518023.7716
2010-06-01,76728163457.7608
2010-07-01,77764179862.4778
2010-08-01,77808140643.7693
2010-09-01,78433980314.6823
2010-10-01,79114263165.1864
2010-11-01,78151139752.9187
2010-12-01,78824069869.3456
2011-01-01,78685737885.8673
2011-02-01,78582197419.5116
2011-03-01,80903901827.1023
2011-04-01,81400936562.0342
2011-05-01,84899781297.3601
2011-06-01,85362818559.8206
2011-07-01,86718266332.1881
2011-08-01,86750430476.527
2011-09-01,88014503367.1778
2011-10-01,88059720815.6158
2011-11-01,88290210526.3129
2011-12-01,89178189622.785
2012-01-01,89123940178.2061
2012-02-01,88585125747.5825
2012-03-01,89108564227.1127
2012-04-01,91207623734.9396
2012-05-01,91258499350.3163
2012-06-01,91456322208.1224
2012-07-01,91718875394.0266
2012-08-01,92285676664.1835
2012-09-01,92099173989.8068
2012-10-01,91646057574.55
2012-11-01,91369200943.6806
2012-12-01,90527731341.1339
2013-01-01,91384310276.4662
2013-02-01,90964863163.324
2013-03-01,90240095632.3522
2013-04-01,89962681569.6777
2013-05-01,88740027581.3697
2013-06-01,89538111192.6707
2013-07-01,90127216603.1927
2013-08-01,88904228914.2014
2013-09-01,89112363634.1959
2013-10-01,88453410799.2199
2013-11-01,87330766759.3295
2013-12-01,86710088429.3963
2014-01-01,86934355583.3317
2014-02-01,86702427829.1997
2014-03-01,86206507413.3282
2014-04-01,85976158571.034
2014-05-01,86685822208.4929
2014-06-01,86768793776.1686
2014-07-01,86119113822.4125
2014-08-01,85799671774.2052
2014-09-01,84995260846.6071
2014-10-01,84719719647.0392
2014-11-01,83729155985.4921
2014-12-01,82170120621.1108
2015-01-01,81970300741.4049
2015-02-01,80770821855.9263
2015-03-01,78455413216.351
2015-04-01,78390038284.6063
2015-05-01,78025178730.7563
2015-06-01,77710586814.1757
2015-07-01,77634542265.2237
2015-08-01,78257619118.5598
2015-09-01,77775977374.5749
2015-10-01,77477030154.8289
2015-11-01,76958223070.6582
2015-12-01,76883369294.0522
2016-01-01,76890656986.6271
2016-02-01,76866757106.724
2016-03-01,77146589522.8078
2016-04-01,77606149047.1664
2016-05-01,77090493524.61
2016-06-01,78036716934.9548
2016-07-01,78492675319.882
2016-08-01,78368007136.1097
2016-09-01,79802679573.4465
2016-10-01,80051649413.9973
2016-11-01,79170435708.1609
2016-12-01,79065906459.6325
2017-01-01,79584447770.5306
2017-02-01,79208764589.4156
2017-03-01,79413742431.7785
2017-04-01,79491641605.4658
2017-05-01,79941439766.6487
2017-06-01,79757890368.4675
2017-07-01,80020300496.4666
2017-08-01,80285964683.9851
2017-09-01,79829087248.0542
2017-10-01,79441801625.9917
2017-11-01,79402399063.0194
2017-12-01,78821155280.3198
2018-01-01,79041677693.3274
2018-02-01,79317429160.0278
2018-03-01,79327386332.7175
2018-04-01,78924955563.8527
2018-05-01,78920781399.4371
2018-06-01,81089075912.3867
2018-07-01,80899681976.0147
2018-08-01,80982740185.9221
2018-09-01,80765115470.6613
2018-10-01,81418615638.4571
2018-11-01,81303151173.1406
2018-12-01,82511997173.3118
2019-01-01,82327799798.543
2019-02-01,82109003623.3198
2019-03-01,82214226644.7495
2019-04-01,83869351281.5647
2019-05-01,84149806933.7072
2019-06-01,84386525624.6992
2019-07-01,85649578775.6541
2019-08-01,85859495544.3365
2019-09-01,85493873034.7719
2019-10-01,85378929134.4362
2019-11-01,85146263323.6799
2019-12-01,85649065346.4222
2020-01-01,85570206881.3642
2020-02-01,85477194189.1581
2020-03-01,85630963313.0705
2020-04-01,86182904288.9143
2020-05-01,88335207138.0782
2020-06-01,89299531538.7724
2020-07-01,91241454936.9672
2020-08-01,91158954721.2891
2020-09-01,90879945902.1219
2020-10-01,90984093658.5252
2020-11-01,91008286802.4648
2020-12-01,92933435036.4492
2021-01-01,92287485988.5623
2021-02-01,91967439563.9583
2021-03-01,90323425899.0185
2021-04-01,90585275198.0062
2021-05-01,90518437968.6552
2021-06-01,90536808480.2853
2021-07-01,90647039468.8771
2021-08-01,170037038208.029
2021-09-01,169982815408.329
2021-10-01,170546922599.126
2021-11-01,170749229998.574
2021-12-01,171619316043.24
2022-01-01,171959888994.257
2022-02-01,171883999754.875
2022-03-01,171573047403.277
2022-04-01,171030382304.936
2022-05-01,171349176926.067
2022-06-01,171364179975.332
2022-07-01,171496949645.149
2022-08-01,171415802838.567
2022-09-01,171197001885.657
2022-10-01,172801106149.181
2022-11-01,173880766246.798
2022-12-01,174863979212.623
2023-01-01,175059932225.198
2023-02-01,174923121370.636
2023-03-01,175396583171.824
2023-04-01,174939763987.783
2023-05-01,174748715745.405
2023-06-01,175153658978.9
2023-07-01,174220361868.573
2023-08-01,175016447429.512
2023-09-01,174869472394.883
2023-10-01,174770700813.482
