"Date","MABMM201USM189N"
1974-07-01,8.86e+11
1974-08-01,8.829e+11
1974-09-01,8.847e+11
1974-10-01,8.904e+11
1974-11-01,8.954e+11
1974-12-01,9.035e+11
1975-01-01,9.08e+11
1975-02-01,9.087e+11
1975-03-01,9.244e+11
1975-04-01,9.411e+11
1975-05-01,9.462e+11
1975-06-01,9.669e+11
1975-07-01,9.797e+11
1975-08-01,9.824e+11
1975-09-01,9.884e+11
1975-10-01,9.956e+11
1975-11-01,1.0048e+12
1975-12-01,1.0178e+12
1976-01-01,1.0283e+12
1976-02-01,1.0342e+12
1976-03-01,1.0477e+12
1976-04-01,1.0669e+12
1976-05-01,1.0703e+12
1976-06-01,1.0808e+12
1976-07-01,1.0916e+12
1976-08-01,1.0973e+12
1976-09-01,1.1084e+12
1976-10-01,1.1251e+12
1976-11-01,1.135e+12
1976-12-01,1.1535e+12
1977-01-01,1.1675e+12
1977-02-01,1.1699e+12
1977-03-01,1.1853e+12
1977-04-01,1.2066e+12
1977-05-01,1.2055e+12
1977-06-01,1.2198e+12
1977-07-01,1.2329e+12
1977-08-01,1.2353e+12
1977-09-01,1.2447e+12
1977-10-01,1.2559e+12
1977-11-01,1.2602e+12
1977-12-01,1.273e+12
1978-01-01,1.2823e+12
1978-02-01,1.2768e+12
1978-03-01,1.2882e+12
1978-04-01,1.3074e+12
1978-05-01,1.3048e+12
1978-06-01,1.319e+12
1978-07-01,1.3301e+12
1978-08-01,1.3314e+12
1978-09-01,1.3447e+12
1978-10-01,1.3553e+12
1978-11-01,1.3581e+12
1978-12-01,1.3708e+12
1979-01-01,1.3752e+12
1979-02-01,1.3693e+12
1979-03-01,1.384e+12
1979-04-01,1.4084e+12
1979-05-01,1.4027e+12
1979-06-01,1.4225e+12
1979-07-01,1.4393e+12
1979-08-01,1.4443e+12
1979-09-01,1.4545e+12
1979-10-01,1.4636e+12
1979-11-01,1.4664e+12
1979-12-01,1.479e+12
1980-01-01,1.4862e+12
1980-02-01,1.4863e+12
1980-03-01,1.4972e+12
1980-04-01,1.5077e+12
1980-05-01,1.5042e+12
1980-06-01,1.5274e+12
1980-07-01,1.5491e+12
1980-08-01,1.5607e+12
1980-09-01,1.5731e+12
1980-10-01,1.5885e+12
1980-11-01,1.599e+12
1980-12-01,1.6048e+12
1981-01-01,1.6106e+12
1981-02-01,1.6105e+12
1981-03-01,1.6332e+12
1981-04-01,1.6645e+12
1981-05-01,1.6554e+12
1981-06-01,1.6671e+12
1981-07-01,1.6851e+12
1981-08-01,1.6946e+12
1981-09-01,1.7064e+12
1981-10-01,1.7264e+12
1981-11-01,1.741e+12
1981-12-01,1.7603e+12
1982-01-01,1.7728e+12
1982-02-01,1.7653e+12
1982-03-01,1.7817e+12
1982-04-01,1.8079e+12
1982-05-01,1.8049e+12
1982-06-01,1.8227e+12
1982-07-01,1.8352e+12
1982-08-01,1.8463e+12
1982-09-01,1.8595e+12
1982-10-01,1.8761e+12
1982-11-01,1.8906e+12
1982-12-01,1.9143e+12
1983-01-01,1.9643e+12
1983-02-01,1.9862e+12
1983-03-01,2.0099e+12
1983-04-01,2.034e+12
1983-05-01,2.0321e+12
1983-06-01,2.0521e+12
1983-07-01,2.07e+12
1983-08-01,2.0728e+12
1983-09-01,2.0814e+12
1983-10-01,2.1024e+12
1983-11-01,2.1179e+12
1983-12-01,2.1343e+12
1984-01-01,2.1453e+12
1984-02-01,2.148e+12
1984-03-01,2.1694e+12
1984-04-01,2.1964e+12
1984-05-01,2.1918e+12
1984-06-01,2.2147e+12
1984-07-01,2.2284e+12
1984-08-01,2.2292e+12
1984-09-01,2.2431e+12
1984-10-01,2.2601e+12
1984-11-01,2.2866e+12
1984-12-01,2.3188e+12
1985-01-01,2.3399e+12
1985-02-01,2.3437e+12
1985-03-01,2.3608e+12
1985-04-01,2.38e+12
1985-05-01,2.3768e+12
1985-06-01,2.4138e+12
1985-07-01,2.4351e+12
1985-08-01,2.4429e+12
1985-09-01,2.4531e+12
1985-10-01,2.4668e+12
1985-11-01,2.4825e+12
1985-12-01,2.5046e+12
1986-01-01,2.5114e+12
1986-02-01,2.5026e+12
1986-03-01,2.5281e+12
1986-04-01,2.5654e+12
1986-05-01,2.5719e+12
1986-06-01,2.6061e+12
1986-07-01,2.6333e+12
1986-08-01,2.6467e+12
1986-09-01,2.6628e+12
1986-10-01,2.6858e+12
1986-11-01,2.7064e+12
1986-12-01,2.7419e+12
1987-01-01,2.7546e+12
1987-02-01,2.7363e+12
1987-03-01,2.7491e+12
1987-04-01,2.7803e+12
1987-05-01,2.7612e+12
1987-06-01,2.7749e+12
1987-07-01,2.7867e+12
1987-08-01,2.789e+12
1987-09-01,2.795e+12
1987-10-01,2.8132e+12
1987-11-01,2.8241e+12
1987-12-01,2.8408e+12
1988-01-01,2.8596e+12
1988-02-01,2.8612e+12
1988-03-01,2.889e+12
1988-04-01,2.9277e+12
1988-05-01,2.9132e+12
1988-06-01,2.9375e+12
1988-07-01,2.9555e+12
1988-08-01,2.9523e+12
1988-09-01,2.9525e+12
1988-10-01,2.9645e+12
1988-11-01,2.9852e+12
1988-12-01,3.003e+12
1989-01-01,3.0013e+12
1989-02-01,2.9849e+12
1989-03-01,3.0014e+12
1989-04-01,3.0255e+12
1989-05-01,2.9983e+12
1989-06-01,3.0249e+12
1989-07-01,3.0579e+12
1989-08-01,3.0733e+12
1989-09-01,3.0885e+12
1989-10-01,3.1115e+12
1989-11-01,3.138e+12
1989-12-01,3.1675e+12
1990-01-01,3.1722e+12
1990-02-01,3.1723e+12
1990-03-01,3.1943e+12
1990-04-01,3.2213e+12
1990-05-01,3.1881e+12
1990-06-01,3.2121e+12
1990-07-01,3.2257e+12
1990-08-01,3.2398e+12
1990-09-01,3.2501e+12
1990-10-01,3.2548e+12
1990-11-01,3.2663e+12
1990-12-01,3.286e+12
1991-01-01,3.2899e+12
1991-02-01,3.2967e+12
1991-03-01,3.3276e+12
1991-04-01,3.3496e+12
1991-05-01,3.3303e+12
1991-06-01,3.3497e+12
1991-07-01,3.3542e+12
1991-08-01,3.3511e+12
1991-09-01,3.3472e+12
1991-10-01,3.3534e+12
1991-11-01,3.3707e+12
1991-12-01,3.3858e+12
1992-01-01,3.3823e+12
1992-02-01,3.389e+12
1992-03-01,3.4038e+12
1992-04-01,3.4179e+12
1992-05-01,3.3869e+12
1992-06-01,3.3876e+12
1992-07-01,3.3919e+12
1992-08-01,3.3952e+12
1992-09-01,3.3999e+12
1992-10-01,3.4174e+12
1992-11-01,3.4318e+12
1992-12-01,3.4397e+12
1993-01-01,3.4218e+12
1993-02-01,3.3988e+12
1993-03-01,3.4085e+12
1993-04-01,3.4284e+12
1993-05-01,3.4231e+12
1993-06-01,3.4377e+12
1993-07-01,3.4406e+12
1993-08-01,3.4389e+12
1993-09-01,3.4414e+12
1993-10-01,3.4506e+12
1993-11-01,3.4726e+12
1993-12-01,3.493e+12
1994-01-01,3.4775e+12
1994-02-01,3.4571e+12
1994-03-01,3.4753e+12
1994-04-01,3.5029e+12
1994-05-01,3.4744e+12
1994-06-01,3.4772e+12
1994-07-01,3.4909e+12
1994-08-01,3.4807e+12
1994-09-01,3.4757e+12
1994-10-01,3.477e+12
1994-11-01,3.4906e+12
1994-12-01,3.5064e+12
1995-01-01,3.4933e+12
1995-02-01,3.4726e+12
1995-03-01,3.4894e+12
1995-04-01,3.52e+12
1995-05-01,3.504e+12
1995-06-01,3.543e+12
1995-07-01,3.5669e+12
1995-08-01,3.5824e+12
1995-09-01,3.5918e+12
1995-10-01,3.5994e+12
1995-11-01,3.6201e+12
1995-12-01,3.6505e+12
1996-01-01,3.6482e+12
1996-02-01,3.6444e+12
1996-03-01,3.691e+12
1996-04-01,3.7172e+12
1996-05-01,3.6861e+12
1996-06-01,3.7174e+12
1996-07-01,3.7308e+12
1996-08-01,3.7382e+12
1996-09-01,3.7398e+12
1996-10-01,3.7499e+12
1996-11-01,3.7859e+12
1996-12-01,3.8261e+12
1997-01-01,3.8244e+12
1997-02-01,3.82e+12
1997-03-01,3.8583e+12
1997-04-01,3.8907e+12
1997-05-01,3.8539e+12
1997-06-01,3.884e+12
1997-07-01,3.9029e+12
1997-08-01,3.9377e+12
1997-09-01,3.9459e+12
1997-10-01,3.9615e+12
1997-11-01,4.0007e+12
1997-12-01,4.0396e+12
1998-01-01,4.0467e+12
1998-02-01,4.0639e+12
1998-03-01,4.1156e+12
1998-04-01,4.1584e+12
1998-05-01,4.1278e+12
1998-06-01,4.1585e+12
1998-07-01,4.1766e+12
1998-08-01,4.2035e+12
1998-09-01,4.237e+12
1998-10-01,4.2731e+12
1998-11-01,4.3276e+12
1998-12-01,4.381e+12
1999-01-01,4.3903e+12
1999-02-01,4.3997e+12
1999-03-01,4.4369e+12
1999-04-01,4.4817e+12
1999-05-01,4.4443e+12
1999-06-01,4.4749e+12
1999-07-01,4.4994e+12
1999-08-01,4.5192e+12
1999-09-01,4.5325e+12
1999-10-01,4.554e+12
1999-11-01,4.5892e+12
1999-12-01,4.6436e+12
2000-01-01,4.6516e+12
2000-02-01,4.6535e+12
2000-03-01,4.7157e+12
2000-04-01,4.7857e+12
2000-05-01,4.7114e+12
2000-06-01,4.7365e+12
2000-07-01,4.7531e+12
2000-08-01,4.7836e+12
2000-09-01,4.8189e+12
2000-10-01,4.8329e+12
2000-11-01,4.8609e+12
2000-12-01,4.9314e+12
2001-01-01,4.9566e+12
2001-02-01,4.9851e+12
2001-03-01,5.075e+12
2001-04-01,5.1505e+12
2001-05-01,5.0871e+12
2001-06-01,5.1364e+12
2001-07-01,5.1652e+12
2001-08-01,5.201e+12
2001-09-01,5.3117e+12
2001-10-01,5.2941e+12
2001-11-01,5.3567e+12
2001-12-01,5.4367e+12
2002-01-01,5.423e+12
2002-02-01,5.4427e+12
2002-03-01,5.4912e+12
2002-04-01,5.5057e+12
2002-05-01,5.471e+12
2002-06-01,5.5085e+12
2002-07-01,5.549e+12
2002-08-01,5.5914e+12
2002-09-01,5.6161e+12
2002-10-01,5.6547e+12
2002-11-01,5.7265e+12
2002-12-01,5.7728e+12
2003-01-01,5.7622e+12
2003-02-01,5.7895e+12
2003-03-01,5.8506e+12
2003-04-01,5.9071e+12
2003-05-01,5.9068e+12
2003-06-01,5.9609e+12
2003-07-01,6.0041e+12
2003-08-01,6.0608e+12
2003-09-01,6.0325e+12
2003-10-01,6.0171e+12
2003-11-01,6.0457e+12
2003-12-01,6.0672e+12
2004-01-01,6.0279e+12
2004-02-01,6.0588e+12
2004-03-01,6.1383e+12
2004-04-01,6.2056e+12
2004-05-01,6.2194e+12
2004-06-01,6.2425e+12
2004-07-01,6.2487e+12
2004-08-01,6.2706e+12
2004-09-01,6.3037e+12
2004-10-01,6.3255e+12
2004-11-01,6.3753e+12
2004-12-01,6.4177e+12
2005-01-01,6.3747e+12
2005-02-01,6.3762e+12
2005-03-01,6.4354e+12
2005-04-01,6.4789e+12
2005-05-01,6.4303e+12
2005-06-01,6.4825e+12
2005-07-01,6.5018e+12
2005-08-01,6.5258e+12
2005-09-01,6.5585e+12
2005-10-01,6.5857e+12
2005-11-01,6.6259e+12
2005-12-01,6.6785e+12
2006-01-01,6.6765e+12
2006-02-01,6.6939e+12
2006-03-01,6.7663e+12
2006-04-01,6.8299e+12
2006-05-01,6.7685e+12
2006-06-01,6.8218e+12
2006-07-01,6.8434e+12
2006-08-01,6.8618e+12
2006-09-01,6.8889e+12
2006-10-01,6.9319e+12
2006-11-01,6.9941e+12
2006-12-01,7.0691e+12
2007-01-01,7.0669e+12
2007-02-01,7.0788e+12
2007-03-01,7.1765e+12
2007-04-01,7.2663e+12
2007-05-01,7.2116e+12
2007-06-01,7.2555e+12
2007-07-01,7.2584e+12
2007-08-01,7.3188e+12
2007-09-01,7.3395e+12
2007-10-01,7.35e+12
2007-11-01,7.4088e+12
2007-12-01,7.4769e+12
2008-01-01,7.4752e+12
2008-02-01,7.5579e+12
2008-03-01,7.6921e+12
2008-04-01,7.741e+12
2008-05-01,7.683e+12
2008-06-01,7.7056e+12
2008-07-01,7.718e+12
2008-08-01,7.7159e+12
2008-09-01,7.7895e+12
2008-10-01,7.8975e+12
2008-11-01,7.987e+12
2008-12-01,8.2059e+12
2009-01-01,8.2504e+12
2009-02-01,8.2786e+12
2009-03-01,8.4132e+12
2009-04-01,8.4126e+12
2009-05-01,8.3954e+12
2009-06-01,8.4083e+12
2009-07-01,8.3751e+12
2009-08-01,8.3545e+12
2009-09-01,8.3628e+12
2009-10-01,8.3949e+12
2009-11-01,8.4702e+12
2009-12-01,8.5124e+12
2010-01-01,8.4328e+12
2010-02-01,8.4766e+12
2010-03-01,8.5443e+12
2010-04-01,8.5691e+12
2010-05-01,8.5513e+12
2010-06-01,8.5734e+12
2010-07-01,8.5439e+12
2010-08-01,8.5747e+12
2010-09-01,8.6164e+12
2010-10-01,8.677e+12
2010-11-01,8.7421e+12
2010-12-01,8.8239e+12
2011-01-01,8.8164e+12
2011-02-01,8.854e+12
2011-03-01,8.9674e+12
2011-04-01,9.0224e+12
2011-05-01,8.9925e+12
2011-06-01,9.0811e+12
2011-07-01,9.2334e+12
2011-08-01,9.4279e+12
2011-09-01,9.4662e+12
2011-10-01,9.5154e+12
2011-11-01,9.5973e+12
2011-12-01,9.6923e+12
2012-01-01,9.7246e+12
2012-02-01,9.7498e+12
2012-03-01,9.8659e+12
2012-04-01,9.9114e+12
2012-05-01,9.8447e+12
2012-06-01,9.9222e+12
2012-07-01,9.9669e+12
2012-08-01,1.00296e+13
2012-09-01,1.01255e+13
2012-10-01,1.02055e+13
2012-11-01,1.03031e+13
2012-12-01,1.04909e+13
2013-01-01,1.0465e+13
2013-02-01,1.04383e+13
2013-03-01,1.05845e+13
2013-04-01,1.06131e+13
2013-05-01,1.05367e+13
2013-06-01,1.06018e+13
2013-07-01,1.06428e+13
2013-08-01,1.07006e+13
2013-09-01,1.07705e+13
2013-10-01,1.08948e+13
2013-11-01,1.0934e+13
2013-12-01,1.10524e+13
