"Date","MSIM3P"
1995-01-01,4671.9
1995-02-01,4659.2
1995-03-01,4656.8
1995-04-01,4661.6
1995-05-01,4686.5
1995-06-01,4714.7
1995-07-01,4731.4
1995-08-01,4756.6
1995-09-01,4771.4
1995-10-01,4785.8
1995-11-01,4791.4
1995-12-01,4802.1
1996-01-01,4833.8
1996-02-01,4853.9
1996-03-01,4891.7
1996-04-01,4912
1996-05-01,4934
1996-06-01,4956.2
1996-07-01,4978.9
1996-08-01,4990.7
1996-09-01,5009.8
1996-10-01,5035.6
1996-11-01,5059.5
1996-12-01,5091
1997-01-01,5115
1997-02-01,5137.6
1997-03-01,5161.2
1997-04-01,5185.7
1997-05-01,5209
1997-06-01,5231.8
1997-07-01,5269.6
1997-08-01,5315.4
1997-09-01,5348.2
1997-10-01,5380
1997-11-01,5415.3
1997-12-01,5454
1998-01-01,5491.7
1998-02-01,5531.4
1998-03-01,5572.4
1998-04-01,5609
1998-05-01,5640.6
1998-06-01,5676.8
1998-07-01,5703.1
1998-08-01,5745.1
1998-09-01,5804.2
1998-10-01,5862.4
1998-11-01,5917.1
1998-12-01,5966
1999-01-01,5995.2
1999-02-01,6037.5
1999-03-01,6048.3
1999-04-01,6091.8
1999-05-01,6124.3
1999-06-01,6157.9
1999-07-01,6191
1999-08-01,6218.2
1999-09-01,6236.5
1999-10-01,6271.6
1999-11-01,6325.5
1999-12-01,6375.4
2000-01-01,6403.1
2000-02-01,6418.4
2000-03-01,6454.7
2000-04-01,6511.9
2000-05-01,6507.9
2000-06-01,6533.4
2000-07-01,6567.6
2000-08-01,6613.2
2000-09-01,6655.6
2000-10-01,6676.3
2000-11-01,6686.7
2000-12-01,6738.3
2001-01-01,6824
2001-02-01,6885.4
2001-03-01,6963.3
2001-04-01,7061.1
2001-05-01,7109.6
2001-06-01,7180.5
2001-07-01,7239.4
2001-08-01,7283.7
2001-09-01,7472.1
2001-10-01,7481.2
2001-11-01,7563.4
2001-12-01,7634.5
2002-01-01,7680
2002-02-01,7723
2002-03-01,7739
2002-04-01,7764.2
2002-05-01,7800.3
2002-06-01,7823.1
2002-07-01,7882.4
2002-08-01,7929.6
2002-09-01,7959.6
2002-10-01,8016.2
2002-11-01,8133.9
2002-12-01,8191.4
2003-01-01,8216.3
2003-02-01,8256.1
2003-03-01,8270.2
2003-04-01,8311.8
2003-05-01,8370.6
2003-06-01,8423
2003-07-01,8525.2
2003-08-01,8551.6
2003-09-01,8535.2
2003-10-01,8526.7
2003-11-01,8521.3
2003-12-01,8511.7
2004-01-01,8551.4
2004-02-01,8609.7
2004-03-01,8680.1
2004-04-01,8742.2
2004-05-01,8834
2004-06-01,8862.4
2004-07-01,8869.1
2004-08-01,8892.8
2004-09-01,8936
2004-10-01,8947.2
2004-11-01,8991.2
2004-12-01,9011.3
2005-01-01,9013.7
2005-02-01,9040.7
2005-03-01,9057.7
2005-04-01,9075.4
2005-05-01,9101.1
2005-06-01,9159
2005-07-01,9196.8
2005-08-01,9258.5
2005-09-01,9320.3
2005-10-01,9367.4
2005-11-01,9400.2
2005-12-01,9450.5
2006-01-01,9497.1
2006-02-01,9536.1
