"Date","M1437BUSM144NNBR"
1922-08-01,3249
1922-09-01,3248
1922-10-01,3244
1922-11-01,3240
1922-12-01,3203
1923-01-01,3237
1923-02-01,3235
1923-03-01,3241
1923-04-01,3245
1923-05-01,3283
1923-06-01,3260
1923-07-01,3265
1923-08-01,3270
1923-09-01,3272
1923-10-01,3271
1923-11-01,3278
1923-12-01,3250
1924-01-01,3314
1924-02-01,3291
1924-03-01,3279
1924-04-01,3285
1924-05-01,3281
1924-06-01,3294
1924-07-01,3320
1924-08-01,3258
1924-09-01,3223
1924-10-01,3205
1924-11-01,3198
1924-12-01,3120
1925-01-01,3090
1925-02-01,3044
1925-03-01,3021
1925-04-01,3015
1925-05-01,2986
1925-06-01,2957
1925-07-01,2954
1925-08-01,2948
1925-09-01,2933
1925-10-01,2945
1925-11-01,2893
1925-12-01,2872
1926-01-01,2972
1926-02-01,2939
1926-03-01,2955
1926-04-01,2940
1926-05-01,2964
1926-06-01,2998
1926-07-01,3008
1926-08-01,2998
1926-09-01,2977
1926-10-01,2983
1926-11-01,2992
1926-12-01,2991
1927-01-01,3131
1927-02-01,3158
1927-03-01,3188
1927-04-01,3202
1927-05-01,3217
1927-06-01,3195
1927-07-01,3166
1927-08-01,3161
1927-09-01,3130
1927-10-01,3092
1927-11-01,2973
1927-12-01,2903
1928-01-01,2968
1928-02-01,2972
1928-03-01,2897
1928-04-01,2865
1928-05-01,2767
1928-06-01,2713
1928-07-01,2761
1928-08-01,2767
1928-09-01,2774
1928-10-01,2809
1928-11-01,2723
1928-12-01,2755
1929-01-01,2823
1929-02-01,2840
1929-03-01,2877
1929-04-01,2982
1929-05-01,2987
1929-06-01,3021
1929-07-01,3087
1929-08-01,3108
1929-09-01,3158
1929-10-01,3177
1929-11-01,3114
1929-12-01,3020
1930-01-01,3121
1930-02-01,3145
1930-03-01,3188
1930-04-01,3245
1930-05-01,3204
1930-06-01,3183
1930-07-01,3159
1930-08-01,3097
1930-09-01,3133
1930-10-01,3165
1930-11-01,3144
1930-12-01,3107
1931-01-01,3229
1931-02-01,3248
1931-03-01,3296
1931-04-01,3339
1931-05-01,3425
1931-06-01,3596
1931-07-01,3610
1931-08-01,3643
1931-09-01,3328
1931-10-01,2933
1931-11-01,3103
1931-12-01,3174
1932-01-01,3159
1932-02-01,3128
1932-03-01,3207
1932-04-01,3198
1932-05-01,2982
1932-06-01,2750
1932-07-01,2826
1932-08-01,2970
1932-09-01,3104
1932-10-01,3195
1932-11-01,3251
1932-12-01,3444
1933-01-01,3483
1933-02-01,3160
1933-03-01,3522
1933-04-01,3654
1933-05-01,3711
1933-06-01,3732
1933-07-01,3748
1933-08-01,3767
1933-09-01,3780
1933-10-01,3786
1933-11-01,3793
1933-12-01,3799
1934-01-01,3855
1934-02-01,7271
1934-03-01,7533
1934-04-01,7600
1934-05-01,7626
1934-06-01,7706
1934-07-01,7785
1934-08-01,7835
1934-09-01,7839
1934-10-01,7866
1934-11-01,7999
1934-12-01,8108
1935-01-01,8264
1935-02-01,8401
1935-03-01,8444
1935-04-01,8589
1935-05-01,8739
1935-06-01,8999
1935-07-01,9029
1935-08-01,9089
1935-09-01,9256
1935-10-01,9582
1935-11-01,9810
1935-12-01,10016
1936-01-01,10075
1936-02-01,10061
1936-03-01,10080
1936-04-01,10122
1936-05-01,10300
1936-06-01,10507
1936-07-01,10548
1936-08-01,10617
1936-09-01,10747
1936-10-01,10948
1936-11-01,11088
1936-12-01,11163
1937-01-01,11264
1937-02-01,11344
1937-03-01,11483
1937-04-01,11709
1937-05-01,11901
1937-06-01,12230
1937-07-01,12359
1937-08-01,12481
1937-09-01,12655
1937-10-01,12718
1937-11-01,12690
1937-12-01,12677
1938-01-01,12674
1938-02-01,12695
1938-03-01,12714
1938-04-01,12789
1938-05-01,12840
1938-06-01,12885
1938-07-01,12939
1938-08-01,13059
1938-09-01,13683
1938-10-01,13989
1938-11-01,14236
1938-12-01,14437
1939-01-01,14607
1939-02-01,14800
1939-03-01,15184
1939-04-01,15718
1939-05-01,15885
1939-06-01,16038
1939-07-01,16167
1939-08-01,16575
1939-09-01,16861
1939-10-01,17021
1939-11-01,17288
1939-12-01,17575
1940-01-01,17862
1940-02-01,18109
1940-03-01,18365
1940-04-01,18702
1940-05-01,19142
1940-06-01,19896
1940-07-01,20397
1940-08-01,20847
1940-09-01,21178
1940-10-01,21441
1940-11-01,21736
1940-12-01,21930
1941-01-01,22052
1941-02-01,22168
1941-03-01,22303
1941-04-01,22443
1941-05-01,22512
1941-06-01,22561
1941-07-01,22612
1941-08-01,22657
1941-09-01,22699
1941-10-01,22738
1941-11-01,22724
1941-12-01,22676
1942-01-01,22686
1942-02-01,22644
1942-03-01,22627
1942-04-01,22631
1942-05-01,22654
1942-06-01,22678
1942-07-01,22685
1942-08-01,22697
1942-09-01,22695
1942-10-01,22681
1942-11-01,22685
1942-12-01,22668
1943-01-01,22625
1943-02-01,22586
1943-03-01,22519
1943-04-01,22416
1943-05-01,22369
1943-06-01,22331
1943-07-01,22278
1943-08-01,22186
1943-09-01,22119
1943-10-01,22060
1943-11-01,22010
1943-12-01,21883
1944-01-01,21863
1944-02-01,21657
1944-03-01,21545
1944-04-01,21375
1944-05-01,21210
1944-06-01,21119
1944-07-01,20942
1944-08-01,20873
1944-09-01,20772
1944-10-01,20674
1944-11-01,20635
1944-12-01,20566
1945-01-01,20497
1945-02-01,20453
1945-03-01,20366
1945-04-01,20322
1945-05-01,20218
1945-06-01,20161
1945-07-01,20100
1945-08-01,20036
1945-09-01,20021
1945-10-01,19985
1945-11-01,19979
1945-12-01,20014
1946-01-01,20105
1946-02-01,20181
1946-03-01,20205
1946-04-01,20200
1946-05-01,20192
1946-06-01,20220
1946-07-01,20217
1946-08-01,20230
1946-09-01,20255
1946-10-01,20352
1946-11-01,20421
1946-12-01,20480
1947-01-01,20699
1947-02-01,20281
1947-03-01,20415
1947-04-01,20726
1947-05-01,20885
1947-06-01,21218
1947-07-01,21489
1947-08-01,21719
1947-09-01,21908
1947-10-01,22247
1947-11-01,22567
1947-12-01,22707
1948-01-01,22889
1948-02-01,22990
1948-03-01,23091
1948-04-01,23123
1948-05-01,23259
1948-06-01,23487
1948-07-01,23634
1948-08-01,23680
1948-09-01,23827
1948-10-01,23960
1948-11-01,24122
1948-12-01,24199
1949-01-01,24227
1949-02-01,24247
1949-03-01,24271
1949-04-01,24289
1949-05-01,24299
