"Date","M1431BUSM144NNBR"
1928-11-01,1118
1928-12-01,1099
1929-01-01,1017
1929-02-01,1026
1929-03-01,1024
1929-04-01,991
1929-05-01,1027
1929-06-01,1016
1929-07-01,967
1929-08-01,965
1929-09-01,927
1929-10-01,922
1929-11-01,966
1929-12-01,977
1930-01-01,883
1930-02-01,921
1930-03-01,948
1930-04-01,959
1930-05-01,1026
1930-06-01,1065
1930-07-01,1071
1930-08-01,1117
1930-09-01,1091
1930-10-01,1083
1930-11-01,1140
1930-12-01,1199
1931-01-01,1127
1931-02-01,1130
1931-03-01,1114
1931-04-01,1100
1931-05-01,1086
1931-06-01,1073
1931-07-01,1052
1931-08-01,1065
1931-09-01,1126
1931-10-01,1072
1931-11-01,1024
1931-12-01,999
1932-01-01,970
1932-02-01,939
1932-03-01,896
1932-04-01,882
1932-05-01,883
1932-06-01,882
1932-07-01,861
1932-08-01,831
1932-09-01,802
1932-10-01,782
1932-11-01,802
1932-12-01,782
1933-01-01,783
1933-02-01,933
1933-03-01,473
1933-04-01,371
1933-05-01,317
1933-06-01,299
1933-07-01,285
1933-08-01,274
1933-09-01,257
1933-10-01,250
1933-11-01,243
1933-12-01,237
1934-01-01,178
1934-02-01,167
1934-03-01,161
1934-04-01,157
1934-05-01,153
1934-06-01,150
1934-07-01,146
1934-08-01,143
1934-09-01,139
1934-10-01,136
1934-11-01,133
1934-12-01,130
1935-01-01,127
1935-02-01,126
1935-03-01,123
1935-04-01,121
1935-05-01,119
1935-06-01,117
1935-07-01,115
1935-08-01,114
1935-09-01,112
1935-10-01,111
1935-11-01,110
1935-12-01,109
1936-01-01,107
1936-02-01,106
1936-03-01,104
1936-04-01,103
1936-05-01,102
1936-06-01,101
1936-07-01,100
1936-08-01,99
1936-09-01,98
1936-10-01,97
1936-11-01,96
1936-12-01,95
1937-01-01,94
1937-02-01,92
1937-03-01,91
1937-04-01,90
1937-05-01,89
1937-06-01,88
1937-07-01,87
1937-08-01,86
1937-09-01,86
1937-10-01,85
1937-11-01,84
1937-12-01,83
1938-01-01,82
1938-02-01,81
1938-03-01,81
1938-04-01,80
1938-05-01,79
1938-06-01,78
1938-07-01,78
1938-08-01,77
1938-09-01,77
1938-10-01,76
1938-11-01,76
1938-12-01,75
1939-01-01,75
1939-02-01,74
1939-03-01,74
1939-04-01,73
1939-05-01,72
1939-06-01,72
1939-07-01,71
1939-08-01,71
1939-09-01,71
1939-10-01,70
1939-11-01,70
1939-12-01,69
1940-01-01,69
1940-02-01,68
1940-03-01,68
1940-04-01,68
1940-05-01,67
1940-06-01,67
1940-07-01,66
1940-08-01,66
1940-09-01,66
1940-10-01,65
1940-11-01,65
1940-12-01,65
1941-01-01,64
1941-02-01,64
1941-03-01,64
1941-04-01,63
1941-05-01,63
1941-06-01,63
1941-07-01,63
1941-08-01,62
1941-09-01,62
1941-10-01,62
1941-11-01,61
1941-12-01,61
1942-01-01,61
1942-02-01,61
1942-03-01,60
1942-04-01,60
1942-05-01,60
1942-06-01,59
1942-07-01,59
1942-08-01,59
1942-09-01,59
1942-10-01,59
1942-11-01,58
1942-12-01,58
1943-01-01,58
1943-02-01,58
1943-03-01,57
1943-04-01,57
1943-05-01,57
1943-06-01,57
1943-07-01,57
1943-08-01,57
1943-09-01,56
1943-10-01,56
1943-11-01,55
1943-12-01,55
1944-01-01,55
1944-02-01,55
1944-03-01,55
1944-04-01,54
1944-05-01,54
1944-06-01,54
1944-07-01,54
1944-08-01,53
1944-09-01,53
1944-10-01,53
1944-11-01,53
1944-12-01,53
1945-01-01,53
1945-02-01,53
1945-03-01,53
1945-04-01,52
1945-05-01,52
1945-06-01,52
1945-07-01,52
1945-08-01,52
1945-09-01,52
1945-10-01,51
1945-11-01,51
1945-12-01,51
1946-01-01,51
1946-02-01,51
1946-03-01,51
1946-04-01,51
1946-05-01,50
1946-06-01,50
1946-07-01,50
1946-08-01,50
1946-09-01,50
1946-10-01,50
1946-11-01,49
1946-12-01,49
1947-01-01,49
1947-02-01,49
1947-03-01,48
1947-04-01,48
1947-05-01,48
1947-06-01,48
1947-07-01,48
1947-08-01,47
1947-09-01,47
1947-10-01,47
1947-11-01,47
1947-12-01,47
1948-01-01,46
1948-02-01,46
1948-03-01,46
1948-04-01,46
1948-05-01,45
1948-06-01,45
1948-07-01,45
1948-08-01,45
1948-09-01,45
1948-10-01,44
1948-11-01,44
1948-12-01,44
1949-01-01,44
1949-02-01,43
1949-03-01,43
1949-04-01,43
1949-05-01,43
