"Date","OCM1A"
2000-07-01,0.0743
2000-08-01,0.0736
2000-09-01,0.0744
2000-10-01,0.0743
2000-11-01,0.0737
2000-12-01,0.0715
2001-01-01,0.0708
2001-02-01,0.0703
2001-03-01,0.0701
2001-04-01,0.0722
2001-05-01,0.0724
2001-06-01,0.0715
2001-07-01,0.0715
2001-08-01,0.0705
2001-09-01,0.0722
2001-10-01,0.0714
2001-11-01,0.0707
2001-12-01,0.0728
2002-01-01,0.0713
2002-02-01,0.0715
2002-03-01,0.0733
2002-04-01,0.0727
2002-05-01,0.0732
2002-06-01,0.072
2002-07-01,0.0716
2002-08-01,0.0689
2002-09-01,0.0674
2002-10-01,0.0703
2002-11-01,0.0694
2002-12-01,0.068
2003-01-01,0.0672
2003-02-01,0.0647
2003-03-01,0.0637
2003-04-01,0.0629
2003-05-01,0.0588
2003-06-01,0.0572
2003-07-01,0.061
2003-08-01,0.0645
2003-09-01,0.0626
2003-10-01,0.0621
2003-11-01,0.0614
2003-12-01,0.0609
2004-01-01,0.0595
2004-02-01,0.058
2004-03-01,0.0566
2004-04-01,0.0597
2004-05-01,0.0622
2004-06-01,0.0625
2004-07-01,0.0611
2004-08-01,0.0597
2004-09-01,0.058
2004-10-01,0.0574
2004-11-01,0.0574
2004-12-01,0.0569
2005-01-01,0.0557
2005-02-01,0.0539
2005-03-01,0.0561
2005-04-01,0.056
2005-05-01,0.0556
2005-06-01,0.0543
2005-07-01,0.0551
2005-08-01,0.0552
2005-09-01,0.0557
2005-10-01,0.0581
2005-11-01,0.0589
2005-12-01,0.0583
2006-01-01,0.0576
2006-02-01,0.0579
2006-03-01,0.0591
2006-04-01,0.0615
2006-05-01,0.0621
2006-06-01,0.0623
2006-07-01,0.0622
2006-08-01,0.0606
2006-09-01,0.0596
2006-10-01,0.0594
2006-11-01,0.0593
2006-12-01,0.0592
2007-01-01,0.0595
2007-02-01,0.0595
2007-03-01,0.0592
2007-04-01,0.0592
2007-05-01,0.0593
2007-06-01,0.0617
2007-07-01,0.0613
2007-08-01,0.0613
2007-09-01,0.0609
2007-10-01,0.0598
2007-11-01,0.059
2007-12-01,0.0613
2008-01-01,0.0603
2008-02-01,0.0629
2008-03-01,0.0635
2008-04-01,0.0642
2008-05-01,0.0639
2008-06-01,0.065
2008-07-01,0.0658
2008-08-01,0.0658
2008-09-01,0.0672
2008-10-01,0.0806
2008-11-01,0.0834
2008-12-01,0.0768
2009-01-01,0.0745
2009-02-01,0.074
2009-03-01,0.0768
2009-04-01,0.0766
2009-05-01,0.0739
2009-06-01,0.069
2009-07-01,0.0655
2009-08-01,0.061
2009-09-01,0.0588
2009-10-01,0.0586
2009-11-01,0.0588
2009-12-01,0.0592
2010-01-01,0.0582
2010-02-01,0.059
2010-03-01,0.0584
2010-04-01,0.0582
2010-05-01,0.0564
2010-06-01,0.058
2010-07-01,0.0561
2010-08-01,0.053
2010-09-01,0.053
2010-10-01,0.0535
2010-11-01,0.0554
2010-12-01,0.0569
2011-01-01,0.0569
2011-02-01,0.0574
2011-03-01,0.0564
2011-04-01,0.0563
2011-05-01,0.0542
2011-06-01,0.0539
2011-07-01,0.054
2011-08-01,0.0504
2011-09-01,0.0497
2011-10-01,0.0505
2011-11-01,0.0485
2011-12-01,0.0495
2012-01-01,0.0493
2012-02-01,0.0485
2012-03-01,0.0493
2012-04-01,0.049
2012-05-01,0.0478
2012-06-01,0.0474
2012-07-01,0.0461
2012-08-01,0.0464
2012-09-01,0.0458
2012-10-01,0.0435
2012-11-01,0.0428
2012-12-01,0.0439
2013-01-01,0.0448
2013-02-01,0.0458
2013-03-01,0.0459
2013-04-01,0.0435
2013-05-01,0.0447
2013-06-01,0.0489
2013-07-01,0.0501
2013-08-01,0.051
2013-09-01,0.0514
2013-10-01,0.05
2013-11-01,0.0507
2013-12-01,0.0507
